grid_id,iso639,label
grid.449268.5,zh,平顶山学院
grid.449269.4,tr,Pîrî Reis Üniversitesi
grid.449272.e,hi,अज़ीम प्रेमजी विश्वविद्यालय
grid.449273.f,ta,பி. எஸ். அப்துர் ரகுமான் பல்கலைக்கழகம்
grid.449274.8,ur,بابا غُلام شاہ بادشاہ یونیورسٹی
grid.449274.8,hi,बाबा ग़ुलाम शाह बादशाह यूनिवर्सिटी
grid.449275.9,sq,Shkollat ushtarake të Shqipërisë
grid.449276.a,fr,Université islamique de say
grid.449277.b,pa,ਬਾਬਾ ਗੁਰੂ ਨਾਨਕ ਯੂਨੀਵਰਸਿਟੀ
grid.449278.4,cs,Škoda Auto Vysoká škola
grid.449279.5,sr,Слобомир П Универзитет
grid.449284.7,vi,Trường Đại học Quốc tế Bắc Hà
grid.449286.5,sv,Försvarshögskolan
grid.449286.5,fi,Maanpuolustuskorkeakoulu
grid.449287.4,ms,Universiti Pertahanan Nasional Malaysia
grid.449289.a,sl,Papeška univerza Gregoriana
grid.449289.a,it,Pontificia Università Gregoriana
grid.449289.a,fr,Université pontificale grégorienne
grid.449289.a,de,Päpstliche Universität Gregoriana
grid.449289.a,ca,Pontifícia Universitat Gregoriana
grid.449290.2,pl,Akademia Obrony Narodowej
grid.449291.3,id,Universitas Katolik Soegijapranata
grid.449293.1,ur,نیشنل ڈیفینس یونیورسٹی، پاکستان
grid.449295.7,de,Duale Hochschule Baden-Württemberg
grid.449296.4,it,Pontificia Università Lateranense
grid.449296.4,fr,Université pontificale du latran
grid.449296.4,de,Päpstliche Lateranuniversität
grid.449296.4,ca,Universitat Pontifícia Lateranense
grid.449300.a,tr,İstanbul Aydın Üniversitesi
grid.449304.e,it,Pontificia Università Antonianum
grid.449304.e,fr,Université pontificale de saint-antoine
grid.449304.e,de,Päpstliche Universität Antonianum
grid.449305.f,tr,İstanbul Kemerburgaz Üniversitesi
grid.449306.c,ko,백석문화대학교
grid.449307.d,it,Pontificia Università San Tommaso d'Aquino
grid.449307.d,fr,Université pontificale saint-thomas-d'aquin
grid.449307.d,de,Päpstliche Universität Heiliger Thomas von Aquin
grid.449307.d,ca,Universitat Pontifícia de Sant Tomás d'Aquino
grid.449308.2,tr,İstanbul Sabahattin Zaim Üniversitesi
grid.449309.3,ko,배화여자대학교
grid.449310.b,hi,प्रौद्योगिकी एवं प्रबंधन संस्थान विश्वविद्यालय
grid.449311.a,es,Universidad Nacional Experimental Politécnica de la Fuerza Armada Bolivariana
grid.449312.9,es,Universidad Pontificia de Salamanca
grid.449312.9,ca,Universitat Pontifícia de Salamanca
grid.449313.8,fa,دانشگاه بغلان
grid.449318.3,it,Pontificia Facoltà Teologica San Bonaventura
grid.449318.3,fr,Faculté pontificale de théologie saint-bonaventure
grid.449321.9,it,Pontificia Università della Santa Croce
grid.449321.9,fr,Université pontificale de la sainte-croix
grid.449321.9,de,Päpstliche Universität vom Heiligen Kreuz
grid.449321.9,ca,Universitat Pontifícia de la Santa Creu
grid.449322.a,ru,Бакинский славянский университет
grid.449322.a,az,Bakı Slavyan Universiteti
grid.449323.b,it,Pontificia Università Urbaniana
grid.449323.b,fr,Université pontificale urbaniana
grid.449323.b,de,Päpstliche Universität Urbaniana
grid.449324.c,fa,دانشگاه صنعت آب و برق
grid.449326.e,fa,دانشگاه بامیان
grid.449327.f,zh,國立金門大學
grid.449328.0,ar,جامعة الرباط الوطني
grid.449329.1,bn,বঙ্গবন্ধু শেখ মুজিবুর রহমান বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়
grid.449331.8,bn,বাংলাদেশ ইসলামী বিশ্ববিদ্যালয়
grid.449334.d,bn,প্রাইম এশিয়া ইউনিভার্সিটি
grid.449336.f,tr,İzmir Üniversitesi
grid.449337.e,ar,جامعة الأمير محمد بن فهد
grid.449338.1,ar,جامعة جدارا
grid.449339.0,bn,বাংলাদেশ টেক্সটাইল বিশ্ববিদ্যালয়
grid.449343.d,de,Jade Hochschule
grid.449344.a,uk,Національний юридичний університет імені Ярослава Мудрого
grid.449346.8,ar,جامعة الأميرة نورة بنت عبد الرحمن
grid.449347.9,hi,जगद्गुरु रामभद्राचार्य विकलांग विश्वविद्यालय
grid.449347.9,gu,જગદ્ગુરુ રામભદ્રાચાર્ય વિકલાંગ વિશ્વવિદ્યાલય
grid.449352.d,hi,बस्तर विश्वविद्यालय
grid.449354.b,es,Universidad Privada de Trujillo
grid.449358.7,nl,Protestantse Theologische Universiteit
grid.449360.c,hy,Ճարտարապետության և շինարարարության Հայաստանի ազգային համալսարան
grid.449362.e,de,Evangelische Hochschule Freiburg
grid.449363.f,tr,Batman Üniversitesi
grid.449365.9,pa,ਸ੍ਰੀ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਵਿਸ਼ਵ ਯੂਨੀਵਰਸਿਟੀ
grid.449368.4,fi,Jyväskylän ammattikorkeakoulu
grid.449369.5,id,Universitas Nasional Timor Lorosae
grid.449371.c,ro,Universitatea Națională de Muzică București
grid.449375.8,ko,평양의학대학
grid.449377.a,es,Universidad Nacional del Noroeste de la Provincia de Buenos Aires
grid.449378.5,ja,日本経済大学
grid.449379.4,es,Universidad Nacional de San Antonio Abad del Cusco
grid.449381.3,ko,김원균평양음악대학
grid.449384.6,ko,평양과학기술대학
grid.449386.4,es,Universidad Nacional del Chaco Austral
grid.449388.a,ne,जवाहरलाल नेहरू वास्तुकला तथा ललितकला विश्वविद्यालय
grid.449389.b,es,Universidad Nacional del Oeste
grid.449391.2,es,"Universidad Nacional de Tierra del Fuego, Antártida e Islas del Atlántico Sur"
grid.449392.1,fa,دانشگاه آزاد اسلامی واحد قزوین
grid.449393.0,sq,Universiteti Bedër
grid.449397.4,zh,琼州学院
grid.449405.8,vi,Trường Đại học Quảng Bình
grid.449406.b,zh,泉州师范学院
grid.449407.a,gu,"કૃષિ યુનિવર્સિટી, નવસારી"
grid.449408.5,bn,যশোর বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়
grid.449413.f,ru,Самарская государственная областная академия
grid.449416.a,fa,دانشگاه مهندسی فناوری‌های نوین قوچان
grid.449418.4,ar,جامعة الملكة أروى
grid.449428.7,zh,济宁医学院
grid.449429.6,ru,Санкт-Петербургский христианский университет
grid.449430.e,so,Jaamacada Banaadir
grid.449432.c,th,มหาวิทยาลัยราชภัฏ
grid.449434.a,hi,राजस्थान तकनीकी विश्वविधालय
grid.449442.b,tr,Nevşehir Üniversitesi
grid.449443.a,pa,ਰਾਜੀਵ ਗਾਂਧੀ ਨੈਸ਼ਨਲ ਯੂਨੀਵਰਸਿਟੀ ਆਫ਼ ਲਾ
grid.449445.c,de,Universität der Künste Berlin
grid.449453.b,de,Duale Hochschule Baden-Württemberg Ravensburg
grid.449455.d,te,రాయలసీమ విశ్వవిద్యాలయం
grid.449457.f,zh,上海纽约大学
grid.449461.a,nl,NHTV internationaal hoger onderwijs Breda
grid.449464.f,tr,Beykent Üniversitesi
grid.449475.f,de,Hochschule RheinMain
grid.449479.3,ms,Kolej Antarabangsa Nilai
grid.449481.4,de,Hochschule Rhein-Waal
grid.449484.1,tr,Nişantaşı Üniversitesi
grid.449485.0,fr,Université rivier
grid.449486.3,es,Universidad Dr. José Matías Delgado
grid.449488.d,or,ବିଜୁ ପଟ୍ଟନାୟକ ବୈଷୟିକ ବିଶ୍ଵବିଦ୍ୟାଳୟ
grid.449495.1,pl,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie
grid.449498.c,gu,"કૃષિ યુનિવર્સિટી, જૂનાગઢ"
grid.449499.d,de,Hochschule für Musik und Theater Rostock
grid.449500.c,de,Hochschule für Forstwirtschaft Rottenburg
grid.449501.d,it,Libera Università di Lingue e Comunicazione IULM
grid.449501.d,fr,Université libre des langues et de la communication
grid.449502.e,dz,འབྲུག་རྒྱལ་འཛིན་གཙུག་ལག་སློབ་སྡེ
grid.449503.f,bn,নোয়াখালী বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়
grid.449506.a,km,សាកលវិទ្យាល័យភូមិន្ទវិចិត្រសិល្បៈ
grid.449509.5,ru,Сумгаитский государственный университет
grid.449509.5,az,Sumqayıt Dövlət Universiteti
grid.449511.c,ru,Российский исламский институт
grid.449513.e,hi,नोएडा इंटरनेशनल युनिवर्सिटी
grid.449514.9,ta,நூருல் இஸ்லாமியம் பல்கலைக்கழகம்
grid.449514.9,ml,നൂറുൽ ഇസ്ലാം യൂണിവേഴ്സിറ്റി
grid.449517.a,de,Hochschule Nordhausen
grid.449518.5,hy,Հայ-ռուսական համալսարան
grid.449520.e,zh,江苏教育学院
grid.449524.a,tg,Донишгоҳи славянии Тоҷикистон-Русия
grid.449524.a,ru,Российско-таджикский славянский университет
grid.449525.b,zh,川北医学院
grid.449529.7,fi,Kajaanin ammattikorkeakoulu
grid.449530.f,vi,Trường Đại học Công nghệ Sài Gòn
grid.449531.e,zh,西贡大学
grid.449531.e,vi,Trường Đại học Sài Gòn
grid.449531.e,fr,Université de saigon
grid.449532.d,de,Kalaidos Fachhochschule
grid.449533.c,ar,جامعة الحدود الشمالية
grid.449534.b,fi,Saimaan ammattikorkeakoulu
grid.449536.9,vi,Trường Đại học Quốc tế Sài Gòn
grid.449537.8,ru,Санкт-Петербургский государственный университет сервиса и экономики
grid.449538.7,ru,Калужский государственный университет имени К. Э. Циолковского
grid.449541.9,uk,Кам'янець-Подільський національний університет імені Івана Огієнка
grid.449541.9,ru,Каменец-Подольский национальный университет
grid.449541.9,pl,Ukraiński Uniwersytet Państwowy w Kamieńcu Podolskim
grid.449547.f,id,Universitas Islam Negeri Syarif Hidayatullah Jakarta
grid.449548.0,it,Università Pontificia Salesiana
grid.449548.0,fr,Université pontificale salésienne
grid.449548.0,de,Päpstliche Universität der Salesianer
grid.449550.9,ja,関西看護医療大学
grid.449552.b,nl,Theologische Universiteit Kampen
grid.449553.a,ar,جامعة سطام بن عبدالعزيز
grid.449555.c,ja,関西福祉科学大学
grid.449556.f,ta,திருவள்ளுவர் பல்கலைக்கழகம்
grid.449557.e,fa,دانشگاه سید جمال الدین افغان
grid.449562.8,de,Hochschule für Wirtschaft und Umwelt Nürtingen-Geislingen
grid.449564.e,nl,Nyenrode Business Universiteit
grid.449567.d,zh,上海杉达学院
grid.449569.3,bn,সিলেট কৃষি বিশ্ববিদ্যালয়
grid.449570.b,ta,துஞ்சத்து எழுத்தச்சன் மலையாள பல்கலைக்கழகம்
grid.449570.b,ml,തുഞ്ചത്ത് എഴുത്തച്ഛൻ മലയാളം സർവ്വകലാശാല
grid.449571.a,zh,天津城建大学
grid.449572.9,ru,Московский финансово-промышленный университет Синергия
grid.449573.8,zh,天津职业技术师范大学
grid.449575.e,zh,三江学院
grid.449576.d,ar,الجامعة السورية الخاصة
grid.449579.2,zh,三亚学院
grid.449580.4,fa,مؤسسه آموزش عالی طبرستان
grid.449581.5,ja,札幌大谷大学
grid.449585.1,zh,稻江科技暨管理學院
grid.449586.2,hi,सरगुजा विश्वविद्यालय
grid.449587.3,my,မြန်မာနိုင်ငံရေကြောင်းပညာတက္ကသိုလ်
grid.449589.d,fr,Université d'oikos
grid.449592.7,fa,دانشگاه هنر اسلامی تبریز
grid.449597.2,ja,東京富士大学
grid.449602.d,ja,東京医療保健大学
grid.449604.b,ar,جامعة الطفيلة التقنية
grid.449606.9,fi,Savonia-ammattikorkeakoulu
grid.449609.6,uk,Відкритий міжнародний університет розвитку людини Україна
grid.449609.6,ru,Открытый международный университет развития человека Украина
grid.449613.d,fa,دانشگاه تفرش
grid.449614.a,de,Sächsische Landesbibliothek – Staats- und Universitätsbibliothek Dresden
grid.449615.b,zh,马来西亚开放大学
grid.449615.b,ms,Universiti Terbuka Malaysia
grid.449616.8,ko,횃불트리니티신학대학원대학교
grid.449620.d,tr,Toros Üniversitesi
grid.449626.b,ms,Universiti SEGi
grid.449631.d,fi,Seinäjoen ammattikorkeakoulu
grid.449633.f,sq,Universiteti Pavarësia Vlorë
grid.449635.9,ko,서울신학대학교
grid.449637.b,zh,陕西中医学院
grid.449639.5,ur,شہید محترمہ بے نظیر بھٹو میڈیکل یونیورسٹی
grid.449641.a,zh,上海政法学院
grid.449644.f,ar,جامعة شقراء
grid.449645.e,tg,Донишгоҳи техникии Тоҷикистон ба номи М.Осимӣ
grid.449645.e,ru,Таджикский технический университет имени М. Осими
grid.449655.f,nl,Universiteit van Curaçao
grid.449656.c,fr,Université de djibouti
grid.449657.d,sr,Универзитет у Источном Сарајеву
grid.449657.d,bs,Univerzitet u Istočnom Sarajevu
grid.449659.3,my,ရန်ကုန် အရှေ့ပိုင်း တက္ကသိုလ်
grid.449661.8,ru,Приднестровский государственный университет имени Тараса Шевченко
grid.449661.8,ro,Universitatea de Stat din Transnistria
grid.449662.b,et,Tallinna Tehnikakõrgkool
grid.449663.a,ta,தமிழ்நாடு மீன்வள பல்கலைக்கழகம்
grid.449665.c,pl,Wyższa Szkoła Ekonomii i Innowacjii w Lublinie
grid.449666.f,ta,தமிழ்நாடு தோட்டக்கலை பல்கலைக்கழகம்
grid.449667.e,ta,தமிழ்நாடு திறந்தநிலைப் பல்கலைக்கழகம்
grid.449669.0,ta,தமிழ்நாடு ஆசிரியர் கல்வியியல் பல்கலைக்கழகம்
grid.449672.a,it,Libera Università Carlo Cattaneo
grid.449673.b,fi,Tampereen ammattikorkeakoulu
grid.449675.d,tr,Munzur Üniversitesi
grid.449679.1,vi,Trường Đại học Tân Tạo
grid.449681.6,de,Universität Flensburg
grid.449685.2,ru,Туркменский сельскохозяйственный университет имени С. А. Ниязова
grid.449687.0,it,Università per stranieri di Perugia
grid.449687.0,fr,Université pour étrangers de pérouse
grid.449687.0,de,Ausländeruniversität Perugia
grid.449688.f,fr,Université de la polynésie française
grid.449689.e,bn,বিশ্ববিদ্যালয় মঞ্জুরী কমিশন
grid.449690.6,de,Hochschule für Fernsehen und Film München
grid.449692.4,ta,பல்கலைக்கழக மானியக் குழு
grid.449692.4,pa,ਯੂਨੀਵਰਸਿਟੀ ਗ੍ਰਾਂਟ ਕਮਿਸ਼ਨ
grid.449692.4,ml,യൂണിവേഴ്സിറ്റി ഗ്രാന്റ്സ് കമ്മീഷൻ
grid.449692.4,hi,विश् वविद्यालय अनुदान आयोग
grid.449692.4,fr,Commission des subventions aux universités
grid.449692.4,bn,বিশ্ববিদ্যালয় মঞ্জুরি কমিশন
grid.449695.3,ta,இலங்கை பல்கலைக்கழக மானியங்கள் ஆணைக்குழு
grid.449695.3,si,විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාව - ශ්‍රී ලංකා
grid.449696.0,my,တောင်ငူတက္ကသိုလ်
grid.449697.1,ja,植草学園大学
grid.449701.f,de,Hochschule für Künste Bremen
grid.449708.6,da,Færøernes Universitet
grid.449711.e,de,Ukrainische Freie Universität München
grid.449713.c,bn,টেকনো ইন্ডিয়া ইউনিভার্সিটি
grid.449715.a,ar,مستشفى وهران الجامعي
grid.449716.9,fr,Université de goma
grid.449717.8,es,Universidad de Texas Valle del Río Grande
grid.449720.c,bn,গৌড়বঙ্গ বিশ্ববিদ্যালয়
grid.449721.d,da,Grønlands Universitet
grid.449726.a,ar,جامعة القرآن الكريم والعلوم الإسلامية
grid.449730.d,km,សាកលវិទ្យាល័យវិទ្យាសាស្ត្រសុខាភិបាល
grid.449734.9,te,తెలంగాణ విశ్వవిద్యాలయము
grid.449743.9,de,Universität für angewandte Kunst Wien
grid.449744.e,de,Fachhochschule Bingen
grid.449745.f,ja,天理医療大学
grid.449747.d,sw,Chuo Kikuu cha Teofilo Kisanji
grid.449750.b,es,Universidad Camilo José Cela
grid.449751.a,de,Technische Hochschule Deggendorf
grid.449753.8,de,Hochschule für Angewandte Wissenschaften Hof
grid.449756.d,ta,கட்புல ஆற்றுகைக் கலைகள் பல்கலைக்கழகம்
grid.449759.2,de,Hochschule für angewandte Wissenschaften Landshut
grid.449761.9,nl,Hogeschool Leiden
grid.449767.f,de,Hochschule Ravensburg-Weingarten
grid.449770.9,de,Hochschule für angewandte Wissenschaften Fachhochschule Rosenheim
grid.449771.8,nl,Universiteit voor Humanistiek
grid.449772.b,sr,Новосадски отворени универзитет
grid.449773.a,de,Private Fachhochschule Wedel
grid.449775.c,de,Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt
grid.449776.f,sq,Universiteti i Shkencës së Informacionit dhe Teknologjisë Shën Apostull Pavli
grid.449776.f,mk,Универзитет за информатички науки и технологии Св. Апостол Павле
grid.449777.e,my,တိုင်းရင်း‌ဆေးသိပ္ပံ‌ကျောင်း
grid.449778.1,ar,الجامعة الأمريكية في السليمانية
grid.449779.0,ar,جامعة طرابلس لبنان
grid.449787.1,es,Universidad de Arte y Ciencias Sociales
grid.449788.e,ar,جامعة المستقبل
grid.449789.f,de,Universität Vechta
grid.449791.6,nl,De Haagse Hogeschool
grid.449792.5,de,Universität für künstlerische und industrielle Gestaltung Linz
grid.449798.f,sq,Ismail Qemali
grid.449800.1,fr,Université de bandundu
grid.449801.0,bn,বরিশাল বিশ্ববিদ্যালয়
grid.449804.5,fa,دانشکده علوم قضایی و خدمات اداری
grid.449805.4,sr,Универзитет у Бихаћу
grid.449805.4,bs,Univerzitet u Bihaću
grid.449807.6,sr,Универзитет у Бијељини
grid.449808.9,fr,Université de kalemie
grid.449811.1,fr,Université de kamina
grid.449815.5,nl,Hogeschool Wittenborg
grid.449820.3,my,ရန်ကုန် အနောက်ပိုင်း တက္ကသိုလ်
grid.449821.2,km,សាកលវិទ្យាល័យកម្ពុជា
grid.449822.1,fr,Université de kikwit
grid.449824.7,fr,Université de kindu
grid.449825.6,fr,Université de kolwezi
grid.449826.5,hi,कोटा विश्वविद्यालय
grid.449828.b,ar,جامعة كردستان
grid.449830.2,sr,Универзитет у Зеници
grid.449831.3,tr,Girne Üniversitesi
grid.449832.0,my,ကျန်းမာရေးတက္ကသိုလ်
grid.449833.1,es,Universidad Laboral de Córdoba
grid.449833.1,ca,Universitat Laboral de Còrdova
grid.449834.6,ar,جامعة العلوم الإسلامية العالمية
grid.449836.4,zh,厦门理工学院
grid.449840.5,tr,Yalova Üniversitesi
grid.449841.4,ja,ヤマザキ学園大学
grid.449842.7,bg,Университет по библиотекознание и информационни технологии
grid.449845.0,zh,长江师范学院
grid.449848.d,my,ပြည်သူ့ကျန်းမာရေးတက္ကသိုလ်(ရန်ကုန်)
grid.449851.5,es,Universidad Federal de Integración Latinoamericana
grid.449852.6,it,Università di Lucerna
grid.449852.6,fr,Université de lucerne
grid.449852.6,de,Universität Luzern
grid.449853.7,es,Universidad de Puerto Rico en Bayamón
grid.449856.2,es,Universidad Libre de Música
grid.449862.5,fa,دانشگاه مراغه
grid.449863.4,it,Cultura a Ragusa
grid.449864.3,ko,연성대학교
grid.449867.0,hy,Երևանի պետական լեզվահասարակագիտական համալսարան
grid.449868.f,zh,宜春学院
grid.449870.6,ar,جامعة رابرين
grid.449871.7,fr,Université de maroua
grid.449872.4,fa,دانشگاه ادیان و مذاهب
grid.449874.2,tr,Yıldırım Beyazıt Üniversitesi
grid.449877.1,ar,جامعة مدينة السادات
grid.449878.e,ja,四日市看護医療大学
grid.449881.8,it,Università degli Studi di Napoli L'Orientale
grid.449881.8,fr,Université de naples - l'orientale
grid.449881.8,de,Universität Neapel L’Orientale
grid.449881.8,ca,Universitat de Nàpols – L'Oriental
grid.449882.b,ar,جامعة العلوم والتقانة السودانية
grid.449883.a,uz,Urganch davlat universiteti
grid.449884.d,fr,Université des sciences et technologies de côte d'ivoire
grid.449886.f,fa,دانشگاه ارزگان
grid.449888.1,zh,运城学院
grid.449891.9,fr,Université des sciences et technologies du togo
grid.449894.c,zh,浙江大学图书馆
grid.449896.e,zh,浙江传媒学院
grid.449898.0,fr,Université de mbandaka
grid.449899.1,hi,उत्तराखण्ड मुक्त विश्वविद्यालय
grid.449900.0,zh,仲恺农业工程学院
grid.449901.1,bn,ইউনিভার্সিটি অফ সাউথ এশিয়া
grid.449902.2,hi,उत्तराखंड तकनीकी विश्वविद्यालय
grid.449903.3,zh,中原工学院
grid.449905.5,tr,Zirve Üniversitesi
grid.449907.7,my,ဆေးဘက်‌ဆိုင်ရာနည်းပညာတက္ကသိုလ်(မန္တလေး)
grid.449909.9,de,Hochschule für Wirtschaft Zürich
grid.449910.1,ta,ஊவா வெல்லச பல்கலைக்கழகம்
grid.449910.1,si,ඌව වෙල්ලස්ස විශ්ව විද්‍යාලය
grid.449911.0,my,ဆေးဘက်‌ဆိုင်ရာ နည်းပညာ တက္ကသိုလ် (ရန်ကုန်)
grid.449912.3,fr,Haute École d'Art de Zurich
grid.449912.3,de,Zürcher Hochschule der Künste
grid.449913.2,it,Università per stranieri Dante Alighieri di Reggio Calabria
grid.449913.2,fr,Université pour étrangers de reggio de calabre
grid.449915.4,sq,"Universiteti i Mjekësisë, Tiranë"
grid.449917.6,vi,Trường Đại học Công nghệ Vạn Xuân
grid.449919.8,ar,جامعة ميسان
grid.449920.2,bg,Национален военен университет
grid.449931.2,vi,Trường Đại học Việt - Đức
grid.449935.6,vi,Trường Đại học Y khoa Vinh
grid.449939.a,ar,جامعة الوادي الدولية الخاصة
grid.449940.4,id,IAIN Walisongo
grid.449942.6,zh,宏愿开放大学
grid.449942.6,ms,Universiti Terbuka Wawasan
grid.449953.6,my,ရန်ကုန်အနောက်ပိုင်းနည်းပညာတက္ကသိုလ်
grid.449955.0,zh,重庆文理学院
grid.449956.3,ja,首都圏西部大学単位互換協定会
grid.449957.2,nl,Windesheim
grid.449958.d,bn,জাতীয় বিশ্ববিদ্যালয়
grid.449962.4,it,Museo Storico della Fisica e Centro Studi e Ricerche Enrico Fermi
grid.449968.e,my,ကျောက်ဆည် နည်းပညာတက္ကသိုလ်
grid.449977.0,my,မုံရွာ နည်းပညာ တက္ကသိုလ်
grid.449986.e,de,Hochschule für Musik und Theater Felix Mendelssohn Bartholdy Leipzig
grid.449988.0,fr,Université de la Nouvelle-Calédonie
grid.449990.9,ko,북한대학원대학교
grid.449991.8,my,သူနာပြုတက္ကသိုလ်(မန္တလေး)
grid.449992.b,my,သူနာပြုတက္ကသိုလ်(ရန်ကုန်)
grid.449994.d,my,ဆေးဝါးတက္ကသိုလ်(မန္တလေး)
grid.450023.0,en,"NIOD Institute for War, Holocaust and Genocide Studies"
grid.450026.5,nl,Landelijke Onderzoekschool Taalwetenschap
grid.450046.3,nl,Afrika Studiecentrum
grid.450076.0,en,Dutch postgraduate School for Art History
grid.450078.e,nl,Hogeschool van Arnhem en Nijmegen
grid.450079.f,en,Netherlands Research School for Literary Studies
grid.450080.9,nl,Hogeschool Van Hall Larenstein
grid.450081.8,nl,Meertens Instituut
grid.450092.a,nl,Huygens Instituut voor Nederlandse Geschiedenis
grid.450123.1,nl,Inspectie van het Onderwijs
grid.450142.6,nl,Internationaal Instituut voor Sociale Geschiedenis
grid.450158.d,nl,Nederlands Instituut voor Onderzoek in de Katalyse
grid.450170.7,nl,Nederlands Interdisciplinair Demografisch Instituut
grid.450181.9,nl,"Koninklijk Instituut voor Taal-, Land- en Volkenkunde"
grid.450188.0,nl,Nederlandse Taalunie
grid.450212.0,nl,Rijksakademie van beeldende kunsten
grid.450213.1,en,Museum of the Tropics
grid.450217.5,it,osservatorio astronomico di Brera
grid.450217.5,fr,Observatoire astronomique de brera
grid.450218.a,nl,Rijksmuseum van Oudheden
grid.450220.1,nl,Rijksmuseum Volkenkunde
grid.450226.7,nl,Sociaal Historisch Centrum voor Limburg
grid.450238.8,nl,Nederlandse School voor Openbaar Bestuur
grid.450243.4,de,Max-Planck-Institut für Gravitationsphysik
grid.450248.f,de,Leibniz-Institut fuer Hoechstfrequenztechnik
grid.450252.4,es,Fundación INFANT
grid.450253.5,nl,Hogeschool Rotterdam
grid.450255.3,ja,浜松ホトニクス
grid.450257.1,ta,ஹோமி பாபா நிகர் நிலைப் பல்கலைக்கழகம்
grid.450257.1,hi,होमी भाभा राष्ट्रीय संस्थान
grid.450259.f,zh,中国科学院近代物理研究所
grid.450265.0,de,Max-Planck-Institut für Extraterrestrische Physik
grid.450266.3,de,Helmholtz-Institut Jena
grid.450267.2,de,Max-Planck-Institut für Radioastronomie
grid.450268.d,de,Max-Planck-Institut für Meteorologie
grid.450270.4,de,Max-Planck-Institut für Mikrostrukturphysik
grid.450272.6,de,Max-Planck-Institut für Quantenoptik
grid.450273.7,fr,Agence Spatiale Européenne
grid.450275.1,zh,中国科学院上海应用物理研究所
grid.450279.d,ja,宇宙科学研究所
grid.450280.b,ta,இந்திய தொழில்நுட்பக் கழகம் இந்தூர்
grid.450280.b,hi,भारतीय प्रौद्योगिकी संस्थान इंदौर
grid.450282.9,ta,விக்ரம் சாராபாய் விண்வெளி மையம்
grid.450282.9,mr,विक्रम साराभाई अंतराळ केंद्र
grid.450282.9,ml,വിക്രം സാരാഭായ് ബഹിരാകാശകേന്ദ്രം
grid.450282.9,hi,विक्रम साराभाई अंतरिक्ष केंद्र
grid.450285.e,en,Institute of Astrophysics of Andalusia
grid.450286.d,ca,Institut de Ciències de l'Espai
grid.450287.c,es,Instituto de Milenio de Astrofísica
grid.450290.a,ja,公益財団法人 レーザー技術総合研究所
grid.450293.9,es,"Instituto Nacional de Astrofísica, Óptica y Electrónica"
grid.450296.c,zh,中国地震台网中心
grid.450298.2,zh,中国科学院理论物理研究所
grid.450302.0,zh,中国科学院国家天文台
grid.450307.5,fr,Universite Grenoblé Alpes
grid.450311.2,hi,हरीशचंद्र अनुसंधान संस्थान
grid.450314.7,ru,Федеральное государственное бюджетное учреждение науки Институт физики полупроводников им. А.В. Ржанова Сибирского отделения Российской академии наук
grid.450316.5,ja,フォトニクスエレクトロニクス技術研究組合
grid.450322.2,zh,中国科学院上海天文台
grid.450323.3,de,Halbleiterlabor der Max-Planck-Gesellschaft
grid.450324.4,tr,Türkiye Atom Enerjisi Kurumu
grid.450330.1,en,Annecy-le-Vieux Particle Physics Laboratory
grid.450332.3,en,Laboratory for Photonics and Nanostructures
grid.450365.1,ru,федеральное государственное бюджетное учреждение Главная геофизическая обсерватория им. А.И.Воейкова
grid.450380.a,fr,Arclay Technologies Naturelles
grid.450395.e,fr,Agence de promotion économique du Canada atlantique
grid.450410.4,it,Assemblea delle Donne per lo Sviluppo e la Lotta all'Esclusione Sociale
grid.450419.d,pt,Associação Portuguesa das Indústrias de Cerâmica e de Cristalaria
grid.450428.f,fr,Association des constructeurs de routes et grands travaux du Québec
grid.450468.b,de,Societe canadienne d'hypotheque et du logement
grid.450473.1,fr,Administration canadienne de la sûreté du transport aérien
grid.450517.2,fr,Association canadienne de l'électricité
grid.450518.d,en,Conseil des Architectes d'Europe
grid.450526.0,fr,Biodôme de Montréal
grid.450533.4,fr,Association canadienne des carburants
grid.450544.4,fr,Musée Canadien de la nature
grid.450546.6,fr,Association Canadienne des Producteurs d'Acier
grid.450553.2,fr,Association canadienne de l’énergie éolienne
grid.450555.4,fr,Association canadienne des télécommunications sans fil
grid.450557.6,fr,Conseil canadien du bois
grid.450594.9,fr,Centre d'Insémination artificielle du Québec
grid.450600.7,fr,Association Québécoise des Fournisseurs et Utilisateurs de Bitume
grid.450609.e,fr,Association Nationale qui Représente les Intérêts Communs des Services Publics
grid.450615.3,fr,Centre de la Sécurité des Télécommunications
grid.450640.3,pt,Conselho Nacional de Desenvolvimento Científico e Tecnológico
grid.450642.1,fr,Patrimoine Canadien
grid.450644.7,de,Österreichische Gesellschaft für Zivilluftfahrt
grid.450777.6,sv,Havs- och Vattenmyndigheten
grid.450822.9,fr,Ford du Canada Limitée
grid.450825.e,fr,Geophysique GPR International
grid.450876.8,en,Institute for Research and Development in Agri-Environment
