grid_id,acronym
grid.470944.a,NBCM
grid.470947.9,MSA
grid.470951.e,HTDC
grid.470952.d,VI
grid.470953.c,NOCCCD
grid.470955.a,UNIKIVU
grid.470956.9,NECC
grid.470957.8,WVNCC
grid.470958.7,CNCC
grid.470959.6,KIU
grid.470960.c,VCTT
grid.470961.d,HCC
grid.470968.4,HDI
grid.470969.5,CMDRI
grid.470974.9,AMMI
grid.470975.8,ACEA
grid.470975.8,CASA
grid.470976.b,HSANZ
grid.470977.a,SRUK
grid.470978.5,BTS
grid.470979.4,SAHA
grid.470980.2,AITEM
grid.470982.0,WSU
grid.470983.1,WSU
grid.470984.6,DGDS
grid.470986.4,WCTC
grid.470986.4,WGTC
grid.470987.5,IBIS
grid.470988.a,SMU
grid.470990.3,UAC
grid.470991.2,UTS
grid.470992.1,CMCO
grid.470998.b,UBI
grid.471003.1,N-U
grid.471004.6,FUEIB
grid.471006.4,PCW
grid.471007.5,ICCBS
grid.471009.b,UET
grid.471012.1,UFI
grid.471013.0,INCLEN
grid.471027.7,UMP
grid.471028.8,JM
grid.471039.8,CCC
grid.471048.e,ASE
grid.471055.2,LANS
grid.471059.e,hTc
grid.471060.4,ETD
grid.471081.b,IGT
grid.471091.a,CPT
grid.471099.2,III
grid.471100.3,IDT
grid.471104.7,IV
grid.471107.4,FDC
grid.471110.2,AMD
grid.471112.0,IFF
grid.471128.9,FE
grid.471133.3,FHI
grid.471138.8,NMB
grid.471141.6,BOE
grid.471142.5,JDI
grid.471149.e,MGC
grid.471153.5,MHI
grid.471157.1,MMC
grid.471164.1,KMC
grid.471168.d,P&G
grid.471169.c,KHI
grid.471172.6,KMC
grid.471173.7,DPN
grid.471195.f,MML
grid.471200.0,NSG
grid.471204.4,NTC
grid.471218.9,NGK
grid.471220.2,HP
grid.471226.4,DTV
grid.471236.5,OSIS
grid.471240.4,NDK
grid.471242.6,WD
grid.471242.6,WDC
grid.471251.4,SPIL
grid.471262.4,TOK
grid.471269.f,SABIC
grid.471278.f,SPXC
grid.471284.c,JVC
grid.471291.8,VC
grid.471308.9,ST
grid.471313.3,SHI
grid.471323.0,SEL
grid.471325.6,SMIC
grid.471329.a,UMC
grid.471349.c,KS
grid.471352.6,AHP
grid.471354.0,ASD
grid.471356.2,ASL
grid.471360.7,SANDAG
grid.471361.6,BRS
grid.471363.4,CIL
grid.471364.3,MoAT
grid.471365.2,CCCR
grid.471367.0,NRP
grid.471369.e,SEDC
grid.471370.6,NCRE
grid.471371.7,SCIA
grid.471373.5,VATS
grid.471374.2,BIANYS
grid.471375.3,ICI
grid.471377.1,DRNJ
grid.471378.e,GVRA
grid.471379.f,WRF
grid.471381.8,AAESPH
grid.471381.8,TASH
grid.471382.b,WNYIL
grid.471383.a,BCIL
grid.471386.f,NAD
grid.471387.e,ERH
grid.471391.9,UWSMPH
grid.471394.c,UWSOM
grid.471403.5,HMS
grid.471404.2,WUSM
grid.471405.3,OHSU
grid.471406.0,UMMS
grid.471408.e,UPSOM
grid.471412.5,NFM
grid.471416.1,ACAP
grid.471419.e,ASTEM
grid.471421.5,ENRI
grid.471432.7,AGI
grid.471436.3,AIT
grid.471445.7,JCAC
grid.471450.3,ISIT
grid.471474.5,RTRI
grid.471478.9,AIJ
grid.471489.7,ANCT
grid.471497.8,FLSI
grid.471508.f,FPDM
grid.471518.e,GSI
grid.471540.3,BERD
grid.471549.a,HCC
grid.471550.2,GPRIF
grid.471551.3,BRI
grid.471604.0,GARF
grid.471606.2,ITPS
grid.471608.c,JARI
grid.471610.5,CERI
grid.471612.7,JETRO
grid.471614.1,PARI
grid.471617.2,NITIC
grid.471626.0,JMC
grid.471628.e,SCJ
grid.471630.7,JSGA
grid.471636.1,IBBV
grid.471637.0,IERS
grid.471643.3,JCGA
grid.471648.8,JISE
grid.471657.6,KIBR
grid.471666.4,KTC
grid.471667.5,IMA
grid.471685.9,NITKC
grid.471719.d,KST
grid.471732.4,KCC
grid.471734.2,KASD
grid.471739.f,LBM
grid.471746.7,KNM
grid.471747.6,SRA
grid.471779.b,IICLO
grid.471834.d,NAC
grid.471853.c,MKJC
grid.471860.c,NILIM
grid.471863.f,NRIFD
grid.471866.a,NIJL
grid.471870.d,NTSEL
grid.471874.9,IPSS
grid.471876.b,NISE
grid.471880.2,NIHU
grid.471884.6,NLBC
grid.471888.a,NMRI
grid.471889.b,NWEC
grid.471898.b,OIRI
grid.471899.a,NIMS
grid.471909.2,OOJC
grid.471919.3,NIPEC
grid.471930.8,UNP
grid.471979.5,OHSU
grid.472009.8,LDH
grid.472015.5,PWRI
grid.472020.3,QCRI
grid.472037.5,DENJIKEN
grid.472044.1,RIPS
grid.472046.3,RIETI
grid.472048.d,SIC
grid.472052.6,TBRF
grid.472059.d,DRI
grid.472067.0,IRLT
grid.472083.a,TNM
grid.472084.d,GLLC
grid.472090.8,TTRI
grid.472093.b,TUTS
grid.472103.3,MERI
grid.472114.5,TITC
grid.472121.3,NITUC
grid.472124.6,NMAO
grid.472130.3,MoMAK
grid.472130.3,NMAO
grid.472131.2,TIRI
grid.472133.0,MOMAT
grid.472135.6,NMWA
grid.472136.5,TAU
grid.472189.1,WMNL
grid.472193.a,WMUA
grid.472196.f,WMHK
grid.472198.1,WMUK
grid.472204.7,WMP
grid.472207.4,WMEE
grid.472212.0,WM-MX
grid.472214.6,WMPH
grid.472233.3,BIU
grid.472234.4,ABMUC
grid.472237.7,ANGRAU
grid.472238.8,AOU
grid.472240.7,AASTU
grid.472242.5,AU
grid.472243.4,AdU
grid.472249.e,CAHSU
grid.472253.5,CAG
grid.472255.3,CMU
grid.472258.e,BUC
grid.472259.f,CUT
grid.472260.5,CUCV
grid.472267.2,AES
grid.472268.d,DU
grid.472270.4,DBI
grid.472272.6,MOU
grid.472273.7,BUST
grid.472275.1,USAMVBT
grid.472276.2,NIKI
grid.472278.c,GUC
grid.472279.d,AUM
grid.472283.8,IUT
grid.472285.e,IUSOM
grid.472286.d,IUC
grid.472288.3,IIU
grid.472289.2,ISPU
grid.472291.b,RHU
grid.472293.9,IAUA
grid.472295.f,JUC
grid.472296.c,IAUBA
grid.472297.d,JU
grid.472301.3,KUIM
grid.472306.4,MCU
grid.472309.b,KSPA
grid.472310.3,ICU
grid.472312.1,MVEU
grid.472312.1,МВЕУ
grid.472316.5,MIU
grid.472317.4,IUGS
grid.472318.b,МУФО
grid.472318.b,IUFS
grid.472319.a,NAUSS
grid.472327.7,KUST
grid.472329.9,RIAU
grid.472331.0,OIUAM
grid.472334.5,BWC
grid.472339.8,NCIU
grid.472342.4,NUMed
grid.472343.5,RUI
grid.472344.2,PTU
grid.472345.3,RHI
grid.472347.1,PACUC
grid.472348.e,IUR
grid.472349.f,RCU
grid.472350.7,UTI
grid.472351.6,UTI
grid.472352.5,PIU
grid.472353.4,BU
grid.472354.3,TU
grid.472356.1,UTMI
grid.472358.f,SU
grid.472360.4,MGRI
grid.472360.4,RSGPU
grid.472365.1,UAE
grid.472367.3,QIUP
grid.472369.d,SAU
grid.472370.5,TUAF
grid.472371.4,UEES
grid.472372.7,AUL
grid.472373.6,UGB
grid.472375.0,GSCWU
grid.472378.d,SIU
grid.472379.c,SIU
grid.472380.a,SIU
grid.472381.b,SIU
grid.472382.8,SAIU
grid.472384.e,ULC
grid.472385.f,UNICAES
grid.472385.f,UNICO
grid.472386.c,ULS
grid.472387.d,TUBC
grid.472389.3,SRU
grid.472390.b,UCAD
grid.472391.a,TSOM
grid.472392.9,SUC
grid.472393.8,UMH
grid.472394.f,UMI
grid.472395.e,UCH
grid.472397.c,UDL
grid.472398.3,SRU
grid.472399.2,UMA
grid.472400.5,UNIVO
grid.472401.4,UTEC
grid.472403.6,UMOAR
grid.472404.1,UCHA
grid.472407.2,USTA
grid.472408.d,UTN
grid.472409.c,UTESUR
grid.472410.4,DST
grid.472411.5,UDB
grid.472412.6,UNSSA
grid.472413.7,UNAB
grid.472416.2,UTI
grid.472419.d,UPES
grid.472421.6,URMH
grid.472422.5,ULA
grid.472423.4,USAM
grid.472424.3,IMETRO
grid.472425.2,USM
grid.472426.1,UTLA
grid.472427.0,BHU
grid.472428.f,MSUE
grid.472430.6,IAUPS
grid.472431.7,IAUKH
grid.472436.0,UNEPH
grid.472438.e,UHD
grid.472439.f,UNIKAG
grid.472441.0,USB
grid.472445.4,UIB
grid.472447.6,UoJ
grid.472448.9,VIU
grid.472449.8,UAHB
grid.472452.2,USAT
grid.472456.6,AAFT
grid.472458.8,USWRS
grid.472459.9,UMS
grid.472460.3,UNISO
grid.472462.1,UCV
grid.472466.5,UOPX
grid.472467.4,UOPX
grid.472468.b,ZhSU
grid.472469.a,YPU
grid.472470.2,MUBiNT
grid.472471.3,ZEGU
grid.472472.0,SRBIAU
grid.472473.1,ACRIN
grid.472474.6,UADB
grid.472475.7,TF
grid.472476.4,AUIS
grid.472476.4,USESOM
grid.472481.c,NUEPLA
grid.472484.9,AHУБиX
grid.472484.9,ANUBiH
grid.472485.8,3DS
grid.472486.b,CFRPC
grid.472488.5,CMCOG
grid.472489.4,ESUMS
grid.472490.c,CVIF
grid.472491.d,CeNS
grid.472492.e,ICAPS
grid.472493.f,ESI
grid.472494.8,CTPA
grid.472497.b,CNR ITAE
grid.472497.b,ITAE
grid.472498.4,IMNC
grid.472499.5,EUCASS
grid.472500.4,ADO
grid.472503.7,J-PARC
grid.472505.1,FNSBSD
grid.472507.3,CPS
grid.472508.c,AAEDC
grid.472511.4,IODD
grid.472515.0,AUVSI
grid.472516.3,FHRC
grid.472518.d,ISMCM
grid.472519.c,KBRPC
grid.472520.6,ETI
grid.472521.7,KCMA
grid.472524.2,BMMRO
grid.472525.3,FMI
grid.472525.3,DALO
grid.472526.0,RIC
grid.472529.f,CPSD
grid.472531.6,KISD
grid.472532.5,MILRA
grid.472533.4,FMERA
grid.472536.1,FMA
grid.472537.0,BAU
grid.472538.f,CCHEN
grid.472540.0,BCU
grid.472541.1,IAP NAS
grid.472542.2,FUNDESPA
grid.472543.3,CROSS
grid.472544.4,KoNTRS
grid.472545.5,FPLF
grid.472546.6,IMarEST
grid.472548.8,CCISD
grid.472550.1,FUSP
grid.472551.0,USFS
grid.472552.3,BEST
grid.472559.8,ICIMAF
grid.472560.2,CSRA-RC
grid.472561.3,LPSC
grid.472565.7,GUM
grid.472566.4,IFLYSIB
grid.472567.5,CNAS
grid.472571.2,LISD
grid.472572.1,IGA
grid.472573.0,LPPF
grid.472574.7,MBN
grid.472575.6,MLSD
grid.472576.5,LPS
grid.472579.a,DGSD
grid.472580.c,CITEDEF
grid.472581.d,BNI
grid.472582.e,MLL
grid.472583.f,DANC
grid.472585.9,LMOPS
grid.472586.a,MRRA
grid.472588.4,DEPS
grid.472589.5,GRPC
grid.472590.d,LPT
grid.472591.c,OTAN
grid.472591.c,NATO
grid.472592.f,EBEC
grid.472593.e,GTEC
grid.472594.9,LHA
grid.472596.b,ECWPRC
grid.472598.5,IBBS
grid.472600.7,LTADD
grid.472602.5,HSTCC
grid.472603.4,MHSD
grid.472606.1,IFCA
grid.472607.0,LCOG
grid.472608.f,NSTec
grid.472609.e,IISS
grid.472611.7,NAN KR
grid.472613.5,IUGB
grid.472614.2,CCCM
grid.472616.0,NTI
grid.472617.1,NGYF
grid.472618.e,NIPP
grid.472620.5,NSCC
grid.472620.5,USNSCC
grid.472621.4,NMSI
grid.472622.7,MDFA
grid.472624.1,KCIK
grid.472625.0,IAU
grid.472626.3,HLRA
grid.472627.2,DRED
grid.472628.d,IAUM
grid.472630.4,MTA TK
grid.472631.5,IAU
grid.472633.7,RCPE
grid.472635.1,IOM
grid.472638.c,UFOB
grid.472639.d,IC
grid.472640.3,NeCDRA
grid.472641.2,NHK
grid.472642.1,ISC
grid.472643.0,RRRA
grid.472644.7,RIN
grid.472645.6,IFN
grid.472647.4,NPEC
grid.472650.2,UHS
grid.472651.3,NCTCOG
grid.472652.0,NBR
grid.472653.1,VCTC
grid.472654.6,SCTP
grid.472655.7,PIMS
grid.472657.5,VKF
grid.472659.b,RUSI
grid.472660.1,FSUE VNIIA
grid.472661.0,OSI
grid.472662.3,ECSD
grid.472663.2,SCD
grid.472664.5,TWC
grid.472666.7,WCSD
grid.472668.9,USM
grid.472669.8,WST
grid.472669.8,WSRI
grid.472671.1,TPP
grid.472672.2,WFISD
grid.472675.5,PADD
grid.472676.6,WEDC
grid.472677.7,PPACG
grid.472678.8,TUSD
grid.472684.b,TCCSMD
grid.472685.a,SLRI
grid.472686.9,DEW
grid.472687.8,YCS
grid.472688.7,USAMEC
grid.472689.6,PCPS
grid.472690.e,SEA
grid.472691.f,POM
grid.472693.d,YCSD
grid.472701.7,RIEIT
grid.472702.4,TRDC
grid.472703.5,CEPA
grid.472705.3,IMGG
grid.472709.f,MRPI
grid.472711.6,CWS
grid.472712.5,CNR-ISM
grid.472712.5,ISM
grid.472713.4,OTT
grid.472716.1,IMM
grid.472716.1,CNR IMM
grid.472727.3,BAT
grid.472754.7,DHM
grid.472755.6,BD
grid.472759.a,DTNW
grid.472785.b,AMSC
grid.472786.8,NOV
grid.472812.a,BAT
grid.472816.e,BFL
grid.472837.d,HP
grid.472844.9,UTC
grid.472849.4,TAI
grid.472864.b,ABAS
grid.472866.9,FEPAGRO
grid.472867.8,IPAM
grid.472870.e,FEPAM
grid.472871.f,SBEA
grid.472872.c,FUNED
grid.472874.a,ABEPRO
grid.472875.b,INOVAGRI
grid.472876.8,CZS
grid.472877.9,ABENDI
grid.472878.6,CBRA
grid.472878.6,BCAR
grid.472882.3,IPTI
grid.472884.5,ABP
grid.472885.4,CEPLAC
grid.472886.7,ABQ
grid.472887.6,LNA
grid.472888.9,ABRH
grid.472889.8,CONPEDI
grid.472890.0,IS
grid.472893.3,ABRI
grid.472894.4,ITEP
grid.472897.7,ASBRo
grid.472898.8,IBPT
grid.472898.8,TECPAR
grid.472899.9,ABTCel
grid.472900.8,IZ
grid.472901.9,FUNDACENTRO
grid.472903.b,ABAL
grid.472904.c,DCTA
grid.472905.d,IFB
grid.472908.0,ALB
grid.472909.1,IFRO
grid.472910.9,FUMDHAM
grid.472912.b,IFBA
grid.472912.b,IFBAIANO
grid.472913.a,PaqTcPB
grid.472914.d,MUSA
grid.472916.f,ANBIO
grid.472917.e,IFG
grid.472918.1,ANPEC
grid.472919.0,OLHS
grid.472921.b,ANPROTEC
grid.472923.9,IFAM
grid.472924.e,EPAMIG
grid.472925.f,Epagri
grid.472927.d,IFPA
grid.472929.3,ANPHLAC
grid.472931.a,Empaer
grid.472932.9,IFSULDEMINAS
grid.472934.f,ANPAE
grid.472936.d,ECEME
grid.472939.2,UARFP
grid.472940.c,IFTO
grid.472944.8,IFAC
grid.472949.5,IFAP
grid.472952.f,ESCS
grid.472954.9,CEFET
grid.472954.9,IFMA
grid.472958.5,IPA
grid.472959.4,IFPI
grid.472960.e,IBFAN
grid.472962.c,BRI
grid.472963.d,IBICT
grid.472964.a,IFSUDESTEMG
grid.472965.b,IFTM
grid.472966.8,DCT
grid.472967.9,Ibram
grid.472969.7,CEDIN
grid.472971.e,IFSul
grid.472972.d,FUNCEME
grid.472973.c,IBTeC
grid.472974.b,SECTI
grid.472977.8,IBB
grid.472978.7,CERTI
grid.472979.6,CESAR
grid.472980.0,SEDF
grid.472981.1,INCAPER
grid.472983.3,CISECO
grid.472984.4,IDOR
grid.472985.5,CIENTEC
grid.472986.6,IBPM
grid.472987.7,INSA
grid.472988.8,FEE
grid.472989.9,SBBF
grid.472990.1,ICEA
grid.472991.0,IRGA
grid.472992.3,SBC
grid.472994.5,SOBER
grid.472995.4,ETE FMC
grid.472996.7,SBEM/DF
grid.472996.7,SBEM
grid.472999.8,SBRG
grid.473001.1,UNIFESSPA
grid.473003.3,SARGS
grid.473004.4,UERGS
grid.473005.5,SBEnBio
grid.473007.7,UEG
grid.473008.8,SBGf
grid.473010.1,UEMS
grid.473011.0,UFSB
grid.473012.3,SBHMat
grid.473014.5,SOBRAPO
grid.473015.4,UERR
grid.473016.7,STAT
grid.473017.6,SBC
grid.473031.2,DT
grid.473048.c,ECL
grid.473055.0,GE
grid.473060.6,ITW
grid.473075.2,EG&G
grid.473133.1,HP
grid.473137.5,HP
grid.473157.3,LDEO
grid.473158.c,IV
grid.473159.d,BAT
grid.473162.5,ITW
grid.473173.5,JM
grid.473174.2,JAE
grid.473179.f,OSIS
grid.473209.b,CAM
grid.473210.3,INPHB
grid.473211.2,DARTS
grid.473212.1,CIEFAP
grid.473213.0,KKLY
grid.473213.0,DENR
grid.473215.6,CRIN
grid.473216.5,ANCB
grid.473217.4,FIRO
grid.473218.b,ATA
grid.473220.0,IRD
grid.473221.1,CERD
grid.473224.4,CEA
grid.473225.5,ENPHO
grid.473226.6,EPA
grid.473227.7,CVS
grid.473228.8,MNEC
grid.473232.3,CNARP
grid.473233.2,ANIAS
grid.473234.5,AF
grid.473237.6,ANSAB
grid.473239.8,DPO
grid.473240.6,AP
grid.473244.2,CCU
grid.473245.3,BAS
grid.473248.e,CEPROCOR
grid.473249.f,BLRI
grid.473252.5,DPMA
grid.473256.1,CIDCA
grid.473263.7,ILAN
grid.473266.2,FFI
grid.473268.c,IGG UB RAS
grid.473270.5,CUIB
grid.473271.4,CEGIS
grid.473272.7,FPA
grid.473273.6,INIFAP
grid.473274.1,IG USC RAS
grid.473276.3,CIPAV
grid.473279.c,CFRL
grid.473279.c,DFTQC
grid.473280.a,MEI
grid.473281.b,ENSA
grid.473282.8,ITA
grid.473283.9,FES
grid.473284.e,INTEC
grid.473286.c,FHIA
grid.473289.3,FUND-ECO
grid.473291.a,IFOP
grid.473292.9,IMRA
grid.473294.f,KALRO
grid.473295.e,ISPR RAS
grid.473296.d,IIP
grid.473297.c,PROSAMA
grid.473301.2,IIA
grid.473302.1,CRI
grid.473303.0,INIBIOLP
grid.473304.7,RS RAS
grid.473305.6,GWS
grid.473306.5,KCLS
grid.473308.b,IIB-INTECH
grid.473309.a,GPL
grid.473310.2,GCLA
grid.473311.3,IPÊ
grid.473312.0,SPC TC
grid.473313.1,GosNIIR
grid.473315.7,IQUIFIB
grid.473317.5,ISD
grid.473319.b,INTEMA
grid.473320.1,GCPL
grid.473322.3,SLARI
grid.473323.2,LRAM
grid.473324.5,INCA
grid.473327.6,INIA
grid.473329.8,IFGTB
grid.473330.0,TNRMC
grid.473331.1,IMEM
grid.473333.3,HDL
grid.473334.4,INTI
grid.473335.5,MCB
grid.473336.6,FUO
grid.473338.8,InSTEC
grid.473340.7,IPN
grid.473341.6,FCRI
grid.473348.f,IMM
grid.473350.6,IBTEN
grid.473351.7,FIRI
grid.473352.4,IAARD
grid.473353.5,ICA
grid.473355.3,ITI
grid.473356.0,IBMPAS
grid.473358.e,JPO
grid.473359.f,JSC
grid.473361.4,MCMLS
grid.473363.6,MTI
grid.473364.1,FIT
grid.473365.0,FECT
grid.473366.3,MPPL
grid.473367.2,MAG
grid.473368.d,MIDA
grid.473369.c,FADURPE
grid.473370.4,MRC
grid.473371.5,KPL
grid.473372.6,FAPEU
grid.473374.0,MAFFF
grid.473376.2,FIPERJ
grid.473379.d,NIFOR
grid.473379.d,WAIFOR
grid.473380.b,MAL
grid.473381.a,MoAF
grid.473384.f,NSPRI
grid.473386.d,ISTVS
grid.473387.c,MGAP
grid.473389.2,NARI
grid.473390.a,BSRTI
grid.473391.b,SIDO
grid.473392.8,NPL
grid.473393.9,NARI
grid.473394.e,FMARD
grid.473395.f,ENEA
grid.473395.f,NEA
grid.473396.c,IRGM
grid.473397.d,NARA
grid.473399.3,NALA
grid.473400.4,OEP
grid.473401.5,NBFGR
grid.473402.6,NACGRAB
grid.473405.1,MCCPL
grid.473406.2,NCRI
grid.473408.c,UAK
grid.473409.d,PNRA
grid.473410.5,SCVL
grid.473411.4,NDCK
grid.473413.6,SIPO
grid.473414.1,UDDM
grid.473415.0,NFTRC
grid.473416.3,MSIRI
grid.473417.2,INSCOM
grid.473421.7,NIAS
grid.473422.4,ULC
grid.473423.5,ITACAP
grid.473424.2,UNAS
grid.473426.0,PROIMI
grid.473427.1,NLG
grid.473430.7,PPISR
grid.473431.6,KNLS
grid.473432.5,ITCA
grid.473433.4,PGCMLS
grid.473434.3,ITCh
grid.473435.2,CESS
grid.473439.e,TISTR
grid.473441.1,CLT
grid.473442.2,NZFHRC
grid.473443.3,WCS Lao PDR
grid.473444.4,UNHRO
grid.473446.6,TCPL
grid.473447.7,EPA
grid.473449.9,NCF
grid.473450.1,NU
grid.473452.3,MHB
grid.473453.2,NFD
grid.473455.4,RONAST
grid.473455.4,NAST
grid.473456.7,NDRI
grid.473457.6,SRLST
grid.473457.6,RLST
grid.473457.6,RICeST
grid.473458.9,NHS
grid.473459.8,NAQS
grid.473461.3,RIBB
grid.473463.1,RIFR
grid.473464.6,WLRC
grid.473466.4,ROSA
grid.473470.3,WPL
grid.473474.7,WCS
grid.473478.b,CSL
grid.473478.b,NASB CSL
grid.473481.d,SINP
grid.473482.e,PDC
grid.473487.b,BDRC
grid.473490.d,AIAS
grid.473491.c,AKU
grid.473494.9,CfBS
grid.473497.a,AfG
grid.473500.5,ACR
grid.473503.6,ASK
grid.473506.3,ASI
grid.473514.0,EDA
grid.473517.3,BBIT
grid.473519.d,ESD
grid.473520.7,CIAL
grid.473521.6,ALECSO
grid.473522.5,BfN
grid.473524.3,CDRI
grid.473525.2,ADB
grid.473526.1,EUFH
grid.473527.0,DOD
grid.473528.f,CRIDF
grid.473529.e,AIB
grid.473531.7,ISR
grid.473533.5,AK
grid.473535.3,CASE
grid.473536.0,FASD
grid.473537.1,NDHiT SRI
grid.473539.f,FGL
grid.473543.2,CCG
grid.473544.5,CERF
grid.473545.4,CLI
grid.473547.6,cphi2
grid.473548.9,BTS
grid.473549.8,CISS
grid.473550.0,UFA
grid.473550.0,DFH
grid.473551.1,FINE
grid.473556.6,CSP
grid.473557.7,DGSS
grid.473559.9,BZH
grid.473560.3,IBAF
grid.473561.2,CSO
grid.473563.0,DWV
grid.473564.7,CUA
grid.473565.6,DBJ
grid.473569.a,FGW
grid.473572.0,RSUD
grid.473574.6,CRH
grid.473575.7,FBA
grid.473577.5,CREC
grid.473580.d,GDGU
grid.473581.c,ICB CNR
grid.473587.a,CEFFE
grid.473588.5,DSCA
grid.473589.4,DIE
grid.473590.c,ICPRM
grid.473594.8,I2M
grid.473595.9,GHI
grid.473597.b,IW
grid.473598.4,IPE
grid.473599.5,ATG
grid.473600.6,IFAA
grid.473601.7,IPF
grid.473602.4,EADA
grid.473605.3,ITPI
grid.473607.1,GIQE
grid.473608.e,IA
grid.473609.f,GSTF
grid.473610.7,IfM
grid.473611.6,IfNM
grid.473613.4,SEGEMAR
grid.473614.3,HSPM
grid.473615.2,GIC
grid.473617.0,IGEO
grid.473617.0,GEO
grid.473620.4,IfS
grid.473621.5,KMD
grid.473622.6,IPP
grid.473625.1,RKK
grid.473626.2,IFAM
grid.473627.3,IAIS
grid.473628.c,HBS
grid.473629.d,IMI
grid.473631.4,IDRBT
grid.473633.6,IAS
grid.473634.1,IRAP
grid.473635.0,IDIZ
grid.473636.3,IBA
grid.473637.2,LEM
grid.473638.d,CIRC
grid.473639.c,IFPTI
grid.473640.2,LCT
grid.473641.3,IICRD
grid.473642.0,CNR-ICCOM
grid.473644.6,WIDM
grid.473645.7,ISE
grid.473646.4,ICR
grid.473649.b,IPAG
grid.473650.3,IPP
grid.473651.2,IEFSEM – BAS
grid.473653.0,ISPA-CNR
grid.473654.7,IRASEC
grid.473655.6,MbII
grid.473657.4,IREA
grid.473658.b,LISI
grid.473659.a,IIT CNR
grid.473660.0,IZZ
grid.473661.1,IMTA
grid.473662.2,ITTIG
grid.473663.3,LSC
grid.473664.4,IMBIH
grid.473666.6,IMB
grid.473667.7,MVZ
grid.473670.1,MONARIS
grid.473671.0,JPR
grid.473672.3,IIBM
grid.473673.2,NCEP
grid.473676.7,IIM-R
grid.473677.6,IIM-S
grid.473678.9,IMA
grid.473680.e,ORF
grid.473683.d,ION
grid.473685.b,MAKAIAS
grid.473687.9,OFRI
grid.473690.f,MUFG
grid.473695.a,NCAER
grid.473697.8,SDME
grid.473698.7,NDI
grid.473699.6,NEA
grid.473700.7,NIUA
grid.473701.6,NMF
grid.473704.3,NIFM
grid.473705.2,AREEO
grid.473705.2,AREO
grid.473706.1,NIIM
grid.473707.0,ORG
grid.473708.f,SAS
grid.473712.4,ANZSOG
grid.473713.5,NPTI
grid.473715.3,BIST
grid.473716.0,IBBR
grid.473717.1,RAE
grid.473718.e,PAS
grid.473721.4,NATO CCD COE
grid.473723.6,NAC&U
grid.473724.1,PAS
grid.473725.0,KMA
grid.473725.0,NLDA
grid.473728.d,NYIT
grid.473731.5,NYU
grid.473732.6,SSS-NIRE
grid.473738.c,PRIA
grid.473740.3,SPHERE
grid.473742.1,TMI
grid.473743.0,SAIT
grid.473745.6,STAN
grid.473746.5,SRM
grid.473751.3,FSI
grid.473753.1,GLA
grid.473755.7,CCF
grid.473757.5,NETS
grid.473757.5,NETSCC
grid.473760.1,IBT
grid.473761.0,OSD
grid.473762.3,AES
grid.473766.7,PBTLI
grid.473768.9,AAI
grid.473769.8,BCAN
grid.473770.0,IECI
grid.473771.1,CNRM
grid.473772.2,MARF
grid.473774.4,SÚJB
grid.473776.6,ČÚZK
grid.473778.8,BIS
grid.473779.9,MFACR
grid.473779.9,MZVČR
grid.473781.e,MoLSA
grid.473783.c,МЦНМО
grid.473783.c,MCCME
grid.473786.9,CAGE
grid.473790.e,ISA RAS
grid.473792.c,OIG
grid.473793.d,scc
grid.473794.a,ACL
grid.473795.b,CGS
grid.473796.8,SORI
grid.473798.6,UCSIA
grid.473799.7,CIDCO
grid.473800.8,LAMIH
grid.473801.9,EBI
grid.473803.b,NTSB
grid.473804.c,NAMRIA
grid.473807.f,NAVOCEANO
grid.473807.f,NAVO
grid.473808.0,VASS
grid.473809.1,COMNAVMETOCCOM
grid.473812.b,VPKAS
grid.473813.a,IRE NASU
grid.473814.d,UIL
grid.473816.f,UNU-GCM
grid.473818.1,UPCSR
grid.473821.b,UNU-INWEH
grid.473822.8,VBC
grid.473823.9,WCS
grid.473824.e,WPGS
grid.473828.2,ZAS
grid.473829.3,WWF
grid.473834.f,TCC
grid.473836.d,MLML
grid.473837.c,CHS
grid.473838.3,STAR
grid.473840.c,BODC
grid.473841.d,SEFSC
grid.473842.e,SWFSC
grid.473843.f,RCN
grid.473844.8,APS
grid.473848.4,LPI
grid.473856.b,ACF
grid.473857.a,NIDILRR
grid.473859.4,CREPOL
grid.473860.e,ADF
grid.473861.f,3vG
grid.473863.d,CE
grid.473865.b,APLC
grid.473866.8,AFAB
grid.473867.9,AWQC
grid.473881.1,AES
grid.473885.5,DEL
grid.473889.9,BCT
grid.473890.1,CLC
grid.473891.0,CUSEC
grid.473892.3,DBE
grid.473893.2,CGQ
grid.473895.4,ARTI
grid.473897.6,CAWCR
grid.473900.9,GI UB RAS
grid.473906.f,DCWW
grid.473909.0,CRIDA
grid.473930.a,BGPA
grid.473933.9,PEP
grid.473941.c,BDI
grid.473946.b,CEP
grid.473949.4,BGS
grid.473951.d,AGNSW
grid.473952.e,EMVS
grid.473955.9,GCG
grid.473961.e,ABARES
grid.473978.6,COSIA
grid.473980.1,ΕΥΔΑΠ
grid.473982.3,ADICQ
grid.473984.5,UTC
grid.473985.4,GBCMA
grid.473992.2,GRi
grid.473997.7,ENSP
grid.473998.8,GBRMPA
grid.474000.7,CA ANZ
grid.474004.3,WssTP
grid.474007.0,ABC
grid.474008.f,HMcM
grid.474011.7,ACMI
grid.474013.5,IDEPA
grid.474032.6,AIDIMME
grid.474033.7,ODG
grid.474037.3,MCII
grid.474039.d,ISS PAS
grid.474040.3,IRS
