grid_id,acronym
grid.416296.e,SSGH
grid.416300.0,MGIMS
grid.416301.1,MGMCRI
grid.416311.0,MMCRI
grid.416323.1,MRMC
grid.416326.4,MMC
grid.416330.3,MMC
grid.416333.0,MIMS
grid.416335.6,NMCH
grid.416340.4,MPH
grid.416345.1,NIMS 
grid.416347.3,NNSMA
grid.416348.c,MGMCSC
grid.416350.5,SBMC
grid.416352.7,MMC
grid.416365.3,NHV
grid.416371.6,NLSH
grid.416380.8,MCOMS
grid.416385.d,MTH
grid.416391.8,NNUH
grid.416402.5,NCH
grid.416409.e,SJH
grid.416411.7,NBMC
grid.416421.4,NCPH
grid.416424.1,SJEHG
grid.416426.3,MIHS
grid.416433.7,SHH
grid.416437.3,MMH
grid.416440.3,NKCH
grid.416444.7,SJMH 
grid.416446.5,PKSSK
grid.416462.3,NMHS
grid.416488.7,NSMC
grid.416491.f,DHMH
grid.416493.d,MMRL
grid.416496.8,SFMH
grid.416497.9,NDCH
grid.416498.6,MCP
grid.416498.6,MCPHS
grid.416501.7,MCPHS University
grid.416505.3,SJRH
grid.416511.6,DPH
grid.416517.0,NASHP
grid.416519.e,NAMS
grid.416521.5,NACCHO
grid.416525.1,MMHC
grid.416529.d,NYGH
grid.416534.1,STMH
grid.416539.c,NBME
grid.416543.1,SJMHS
grid.416545.7,NVMHI
grid.416549.b,SJHA
grid.416552.1,MDH
grid.416558.b,NCH
grid.416561.1,NWHMC
grid.416565.5,NMH
grid.416568.8,NPH
grid.416573.2,NMC
grid.416573.2,NMCTH
grid.416574.5,NCPHA
grid.416579.8,NPIMR
grid.416581.f,AOH
grid.416582.c,SVCMC
grid.416583.d,NIOH
grid.416586.8,国立病院機構千葉東病院
grid.416596.9,National Hospital Organization Omuta hospital
grid.416601.4,HSVD
grid.416610.4,NDMC
grid.416620.7,NDMC
grid.416641.0,NGHA
grid.416646.7,SMC
grid.416648.9,SÖS
grid.416651.1,ISS
grid.416653.3,SAMMC
grid.416653.3,BAMC
grid.416657.7,NHLS
grid.416659.9,SGHUMC
grid.416660.3,SAUSHEC
grid.416663.0,SMH
grid.416667.4,ZNA
grid.416672.0,OLVZ
grid.416676.4,SSN
grid.416678.a,NHH
grid.416683.e,HRSRH
grid.416686.b,SJH
grid.416688.5,SJMC
grid.416690.c,SCDHS
grid.416693.f,NHP
grid.416702.6,IRSST
grid.416705.1,SJMC
grid.416708.c,SJMO
grid.416708.c,St. Joseph Mercy Oakland Hospital
grid.416710.5,NICE
grid.416711.4,SHS
grid.416716.3,NIMR
grid.416717.2,SMF
grid.416721.7,SJHH
grid.416728.e,OSHA
grid.416730.7,NICH
grid.416732.5,SFGH
grid.416737.0,IRR
grid.416737.0,NIRRH
grid.416738.f,CDC
grid.416742.2,OCME
grid.416748.8,ODPHP
grid.416754.5,NIH
grid.416755.4,OCME
grid.416756.7,SH
grid.416757.6,NIH
grid.416763.1,SMCS
grid.416764.6,NIHFW
grid.416767.5,ODGH
grid.416769.b,KBSD
grid.416775.6,SLCH
grid.416776.5,SBU
grid.416777.4,SCH
grid.416778.b,NCEH
grid.416779.a,IHE
grid.416781.d,NCCDPHP
grid.416784.8,GIH
grid.416787.b,SAH
grid.416789.5,NCHS
grid.416792.f,VAGLAHS
grid.416800.b,WPB VAMC
grid.416802.9,VACCHCS
grid.416805.e,VAWNYHS
grid.416809.2,NIOSH
grid.416816.c,NAVAHCS
grid.416817.d,TVAMC
grid.416818.2,PVAHCS
grid.416820.9,TDMC
grid.416831.9,VMTH
grid.416833.b,VHS
grid.416834.c,VMC
grid.416835.d,NARO
grid.416840.f,OFMQ
grid.416842.d,VGH
grid.416844.b,OMC
grid.416846.9,SLMC
grid.416850.e,INCMNSZ
grid.416861.c,NIMHANS
grid.416864.9,UPMC
grid.416866.b,VIMS
grid.416868.5,NIMH
grid.416870.c,NINDS
grid.416873.f,SMMC
grid.416875.9,OMH
grid.416876.a,STAMI
grid.416876.a,NIOH
grid.416882.1,NIAH
grid.416884.7,VIMS
grid.416888.b,VMMC
grid.416892.0,TGH
grid.416893.1,SMMC
grid.416894.6,USACHPPM
grid.416894.6,USAPHC
grid.416900.a,USAMRIID
grid.416902.8,WCCHC
grid.416903.9,HCA
grid.416904.e,DHB
grid.416905.f,OMC
grid.416913.8,ORMC
grid.416916.d,TMH
grid.416917.c,SPH
grid.416927.f,STEGH
grid.416937.e,WML
grid.416945.b,TOSH
grid.416947.9,UAMS
grid.416954.b,UHW
grid.416954.b,WRH
grid.416955.a,WGH 
grid.416963.f,OMCCCD
grid.416967.b,TAMHSC
grid.416970.d,TAMHSC
grid.416973.e,WCMC-Q
grid.416977.a,RUMC
grid.416986.4,TMC
grid.416987.5,PUMSA
grid.416991.2,TSRHC
grid.416992.1,TTUHSC
grid.416995.6,WRVMC
grid.416997.4,UMMHC
grid.416998.b,TMDCH
grid.417006.4,AOU
grid.417014.7,TBRHSC
grid.417016.5,WDH
grid.417020.0,TJCH
grid.417027.7,OGH
grid.417029.9,OMC
grid.417035.4,WJMC
grid.417039.8,NCH&C
grid.417046.0,WPAHS
grid.417046.0,AHN
grid.417048.e,UHF
grid.417052.5,WMC
grid.417056.1,SLVHCS
grid.417061.5,UPMC
grid.417069.d,OBVAMC
grid.417072.7,WH
grid.417076.3,WSH
grid.417088.2,WMMC
grid.417090.b,FHCC
grid.417092.9,TMGH
grid.417097.c,WHASC
grid.417100.3,WKZ
grid.417103.0,UVH
grid.417110.2,VSDC & H
grid.417114.6,WBGH
grid.417114.6,WBAMC
grid.417118.a,WBH
grid.417119.b,VAGLAHS
grid.417125.4,VAMHCS
grid.417130.0,PMC
grid.417133.3,WRHA
grid.417134.4,PYNEH
grid.417138.8,DPH
grid.417153.5,PNG IMR
grid.417155.3,NPH
grid.417157.1,PVH
grid.417180.b,WAMC
grid.417181.a,MGH
grid.417181.a,TEGH
grid.417182.9,PIH
grid.417184.f,TGH
grid.417188.3,TWH
grid.417190.a,WMC
grid.417196.c,PMC
grid.417198.2,INSALUD
grid.417208.8,NOP
grid.417209.9,PRMC
grid.417214.5,VBMC
grid.417229.b,WIMR
grid.417242.6,VPH
grid.417243.7,VCHRI
grid.417246.2,VHHSC
grid.417249.d,VIHA
grid.417252.7,WHO
grid.417253.6,VVS
grid.417256.3,WHO
grid.417259.c,WHO
grid.417260.6,WHO
grid.417262.4,NMTB
grid.417266.0,PHMC
grid.417267.1,VCRC 
grid.417268.e,TPH
grid.417272.5,PGH
grid.417276.1,PCH
grid.417289.1,TCMC
grid.417291.8,TCHD
grid.417307.6,YNHH
grid.417309.8,TPHU
grid.417310.0,OLOL
grid.417310.0,OLLH
grid.417314.4,TMI
grid.417315.5,TMC
grid.417317.7,OLM
grid.417319.9,UCIMC
grid.417320.3,OLOLRMC
grid.417330.2,NIRT
grid.417332.0,TMC
grid.417340.5,PHF
grid.417341.4,PHREI
grid.417348.d,PIMS
grid.417355.1,PMRC
grid.417357.3,YCH
grid.417368.f,YSK
grid.417370.6,ZGT
grid.417379.f,YLVH
grid.417403.5,NESA
grid.417409.f,ZMU
grid.417413.4,ZAF-GH
grid.417416.1,DRI
grid.417419.e,LJBI
grid.417423.7,LIBR
grid.417424.0,DHB
grid.417432.7,KCI
grid.417434.1,LU
grid.417435.0,NDI
grid.417436.3,ALS TDF
grid.417436.3,ALS TDI
grid.417439.c,FAES
grid.417446.4,FHCQ
grid.417465.5,SBI
grid.417474.5,PRISM
grid.417485.b,TLC
grid.417489.7,BRF
grid.417491.e,HEI
grid.417494.b,VGTI
grid.417495.a,VRISD
grid.417499.6,BVARI
grid.417505.2,WIBR
grid.417508.f,BVMRF
grid.417510.6,WPI
grid.417520.5,IFO
grid.417521.4,IMBA
grid.417523.6,TRI
grid.417528.d,PMRI
grid.417530.4,SIBCR
grid.417532.6,IMR
grid.417541.2,INGENIO
grid.417542.1,HCP
grid.417548.b,USDA
grid.417549.a,HRI
grid.417552.0,CCBR
grid.417553.1,ERDC
grid.417556.4,CCDRD
grid.417558.a,CCID
grid.417560.1,SJFC
grid.417563.2,CCL
grid.417569.8,AGC
grid.417575.5,AARP
grid.417579.9,CDC
grid.417580.f,CRFA
grid.417581.e,ARI
grid.417583.c,ANS
grid.417587.8,USFDA
grid.417587.8,FDA 
grid.417588.7,CEPR
grid.417597.9,HAIT
grid.417597.9,CTEH
grid.417597.9,HIT
grid.417601.5,HKJC
grid.417602.6,CHR
grid.417607.3,COEN
grid.417610.5,ARR
grid.417617.2,CREAL
grid.417619.c,CSPI
grid.417623.5,ISPO
grid.417624.2,HZTM
grid.417626.0,RICP
grid.417626.0,VÚRV
grid.417626.0,CRI
grid.417628.e,CSIR-CECRI
grid.417629.f,CFTRI
grid.417631.6,CIMPO
grid.417631.6,CIMAP
grid.417634.3,CCMB
grid.417635.2,IICB
grid.417636.1,IICT
grid.417638.f,IITR
grid.417638.f,ITRC
grid.417639.e,CSIR-IGIB
grid.417639.e,CBT
grid.417640.0,CSIR-IHBT
grid.417640.0,IHBT
grid.417641.1,IMTECH
grid.417642.2,NBG
grid.417642.2,NBRI
grid.417643.3,NCL
grid.417645.5,CIM
grid.417654.5,CMSE
grid.417669.b,ASCI
grid.417670.3,HEI
grid.417673.0,YSMU
grid.417674.7,CBA
grid.417678.b,HYIT
grid.417682.e,COAUSPHS
grid.417683.f,CNEURO
grid.417684.8,PHS
grid.417684.8,USPHS
grid.417688.4,NAMRU-3
grid.417689.5,ACECR
grid.417702.7,CFRI
grid.417702.7,KEKI
grid.417705.0,CING
grid.417706.3,HBRI
grid.417708.d,HGTRI
grid.417713.7,AMP
grid.417715.1,HSRC
grid.417719.d,CIP
grid.417722.5,NJILOMD
grid.417723.4,CLOR
grid.417724.3,DESRES
grid.417726.1,CLTRI
grid.417727.0,ARI
grid.417730.6,AFRL
grid.417736.0,DGIST
grid.417737.1,OHKI
grid.417743.2,JT
grid.417744.5,MBK
grid.417744.5,ABC
grid.417746.7,CRC
grid.417748.9,LVPEI
grid.417749.8,ABRII
grid.417751.1,CRIEPI
grid.417752.2,CRIE
grid.417754.4,MTT
grid.417756.6,IVMR
grid.417757.7,HML
grid.417758.8,IDPC 
grid.417759.9,DSI
grid.417760.3,MGKI
grid.417762.1,PRC
grid.417768.b,CCR
grid.417769.a,DEI
grid.417770.2,DDL
grid.417773.1,ZMC
grid.417774.6,FDC
grid.417775.7,CVRL
grid.417779.b,ODL
grid.417781.c,IFH
grid.417783.e,AECC 
grid.417784.9,BGU
grid.417787.a,CDD
grid.417791.d,MSD
grid.417799.5,AIT
grid.417801.b,FMRI
grid.417803.9,ISIS
grid.417803.9,FRI
grid.417805.f,IKVBD
grid.417807.d,IDACIRC
grid.417808.2,FEB RAS
grid.417810.b,FJDC
grid.417812.9,CAL
grid.417813.8,IFLA
grid.417818.3,CCN
grid.417819.2,DFC
grid.417823.b,CCML
grid.417824.c,INL
grid.417829.1,ICR
grid.417830.9,BfR
grid.417834.d,FLI
grid.417835.c,DMEI
grid.417836.f,CEPH 
grid.417838.1,IDPL
grid.417839.0,FOI
grid.417840.e,IFT
grid.417842.c,ADF&G
grid.417843.d,SFR
grid.417845.b,DSTL
grid.417850.f,CIML
grid.417853.c,ARG
grid.417855.a,IKFE
grid.417859.6,AIBE
grid.417859.6,AIBS
grid.417862.e,DCPA
grid.417863.f,FNU
grid.417865.9,REH
grid.417866.a,ALK
grid.417868.4,AMS
grid.417869.5,ICO
grid.417870.d,CBM
grid.417872.f,IAR
grid.417875.8,CPL
grid.417876.b,CGM
grid.417878.5,VBRI
grid.417879.4,FOI
grid.417887.5,CBS
grid.417893.0,INT
grid.417896.5,CPN
grid.417898.b,FDSC
grid.417905.e,RAU
grid.417912.8,FIRDI
grid.417913.9,AC
grid.417914.e,DAFWA
grid.417915.f,INBIFO
grid.417916.c,AACD
grid.417917.d,DARD
grid.417919.3,AAD
grid.417920.9,AAFP
grid.417923.a,AAN
grid.417925.c,CRC
grid.417927.e,ADEA
grid.417929.0,IACS
grid.417930.8,AAPCC
grid.417931.9,ABEM
grid.417932.a,ABIM
grid.417934.c,ACC
grid.417935.d,FFPRI
grid.417936.e,ACCP
grid.417937.f,ACEP
grid.417938.0,ACG
grid.417939.1,ACHE
grid.417940.f,NIIMH
grid.417942.d,FKE
grid.417943.c,ACOG
grid.417945.a,AAPL
grid.417945.a,ACPE
grid.417945.a,AAMD
grid.417946.9,IIIT-A
grid.417947.8,ACP
grid.417949.6,ACR
grid.417952.c,IIMB
grid.417953.d,VzE
grid.417954.a,ACS
grid.417956.8,AEI
grid.417958.6,AIC
grid.417959.7,IISERs
grid.417960.d,IISER
grid.417963.e,ANCC
grid.417965.8,IITK
grid.417967.a,IITD
grid.417969.4,IITM
grid.417971.d,IITB
grid.417972.e,IITG
grid.417973.f,APA
grid.417974.8,FfAME
grid.417975.9,BRFAA
grid.417976.a,AFS
grid.417976.a,ASRM
grid.417977.b,ASMI
grid.417978.4,FBR
grid.417981.2,ASTRI
grid.417982.1,IBRI
grid.417982.1,FBRI
grid.417983.0,IITM
grid.417984.7,ISM
grid.417986.5,AG
grid.417989.a,FRTCM
grid.417990.2,IVRI
grid.417993.1,MSD
grid.417995.7,CCDC
grid.417996.4,SEC
grid.417997.5,FSU
grid.417998.a,RAF
grid.417999.b,FIAS
grid.418002.f,CERA
grid.418004.9,IHTC
grid.418006.b,ISFCP
grid.418007.a,IOF
grid.418008.5,IZI
grid.418009.4,ITEM
grid.418010.c,IME
grid.418013.f,AORI
grid.418014.8,OSSKI
grid.418015.9,CIDRZ
grid.418018.4,CMB
grid.418019.5,GSK
grid.418021.e,FNLCR
grid.418022.d,NOC
grid.418024.b,Marjon
grid.418026.9,FML
grid.418028.7,FHI
grid.418030.e,ITRI
grid.418033.d,FAAS
grid.418036.8,FJIRSM
grid.418037.9,CGFL
grid.418040.9,CFIA
grid.418041.8,CHL
grid.418051.9,FIP
grid.418053.b,TKMR
grid.418054.c,AOA
grid.418056.e,CHIPS
grid.418057.f,AFI
grid.418058.0,CHAN
grid.418059.1,CHIV
grid.418063.8,CHV
grid.418067.c,FEPPS
grid.418068.3,FIOCRUZ
grid.418069.2,GHH
grid.418074.e,CHUK
grid.418076.c,CHCB
grid.418078.2,FCV
grid.418079.3,NRCWE
grid.418080.5,CHV
grid.418082.7,IVO
grid.418083.6,INRCA
grid.418084.1,INRS
grid.418086.3,FEHV
grid.418087.2,FIDIC
grid.418090.4,GHPSO
grid.418091.5,ISK
grid.418094.0,NAS RA
grid.418095.1,ASCR
grid.418097.3,AECS
grid.418098.c,ASM
grid.418099.d,CSIR
grid.418100.c,BBSRC
grid.418101.d,KNAW
grid.418104.8,GMIT
grid.418105.9,ICAR
grid.418107.b,ISTC
grid.418110.d,IAB
grid.418112.f,GSSI
grid.418115.8,CIRMF
grid.418116.b,CLB
grid.418118.5,AFIP
grid.418120.e,IMM
grid.418126.8,ARCK
grid.418132.d,MRIEM
grid.418134.b,ICPS
grid.418135.a,CNG
grid.418140.8,MPIbpc
grid.418142.a,AIT
grid.418143.b,GE
grid.418147.f,VSBN
grid.418147.f,ADBC
grid.418153.a,FMT-HVD
grid.418154.d,AIT
grid.418161.b,LGI
grid.418162.8,GM
grid.418163.9,ATR
grid.418164.e,PAHO
grid.418168.2,CIL
grid.418169.3,GIVF
grid.418170.b,WIV
grid.418170.b,WIV-ISP
grid.418173.8,ADC
grid.418175.e,ANZCA
grid.418177.c,NMI
grid.418178.3,ASC
grid.418179.2,CPC
grid.418181.5,CRI
grid.418183.7,IBL
grid.418185.1,GNF
grid.418187.3,FZB
grid.418188.c,FBN
grid.418191.4,ICO
grid.418192.7,IBS
grid.418193.6,NIPH
grid.418194.1,GRG
grid.418196.3,ARI
grid.418196.3,IARI
grid.418197.2,IGRAI
grid.418197.2,IGFRI
grid.418198.d,IISR
grid.418201.e,BLI
grid.418203.c,BIN
grid.418207.8,TBS
grid.418208.7,DKD
grid.418209.6,DHZB
grid.418213.d,DIfE
grid.418214.a,ICSN
grid.418215.b,DPZ
grid.418216.8,CRNH
grid.418217.9,DRFZ
grid.418218.6,ICM
grid.418220.d,PRBB
grid.418222.f,ICAR-IIHR
grid.418222.f,IIHR
grid.418225.8,IIIM
grid.418226.b,IIMA
grid.418228.5,CBPF
grid.418231.d,BIRD
grid.418236.a,GSK
grid.418237.b,CECS
grid.418243.8,IVIC
grid.418244.f,IRM
grid.418244.f,MIR
grid.418245.e,FLI
grid.418246.d,BCCDC
grid.418248.3,CEMIC
grid.418249.2,IMTSSA
grid.418255.f,BD
grid.418256.c,BIO
grid.418259.3,CIGB
grid.418260.9,BAAFS
grid.418262.b,GNIF
grid.418264.d,CIBERNED
grid.418265.c,BJAST
grid.418270.8,CONACYT
grid.418272.a,GCTS
grid.418274.c,CIPF
grid.418275.d,IPN
grid.418277.f,CID-CSIC
grid.418280.7,RGUHS
grid.418281.6,CIB 
grid.418282.5,NDCS
grid.418284.3,IDIBELL
grid.418285.2,GDC
grid.418286.1,BPI
grid.418291.7,IRD
grid.418292.4,IRD
grid.418293.5,ONWAR
grid.418300.e,GPCC
grid.418304.a,BARC
grid.418307.9,GGC
grid.418308.6,GEI
grid.418309.7,BMGF 
grid.418310.f,BPL
grid.418320.c,BRC
grid.418321.d,CRO
grid.418322.e,CROB
grid.418324.8,CDI
grid.418325.9,BII
grid.418330.d,CEIFE
grid.418331.c,BRC
grid.418334.9,CHLC
grid.418336.b,CHVNG/E
grid.418338.5,BC
grid.418340.a,CHP
grid.418341.b,CHLN
grid.418345.f,GCRI
grid.418346.c,IGC
grid.418347.d,BRTI
grid.418348.2,CIAT 
grid.418350.b,CIDEIM
grid.418351.a,GNEC
grid.418352.9,BRI
grid.418355.e,SAS
grid.418356.d,DVA
grid.418356.d,VA 
grid.418357.c,GARES
grid.418357.c,GBA
grid.418362.a,CSIR-IIP
grid.418362.a,IIP
grid.418363.b,CDRI
grid.418364.c,CGCRI
grid.418368.0,CIFT
grid.418369.1,CSIR-CLRI
grid.418369.1,CLRI
grid.418370.9,CPRI
grid.418371.8,CRRI
grid.418372.b,CSMCRI
grid.418373.a,CTCRI
grid.418375.c,NIOO
grid.418376.f,ARC
grid.418377.e,GIS
grid.418378.1,FSM
grid.418383.5,HRLMP
grid.418386.0,CMDLT
grid.418390.7,MPIMP
grid.418391.6,BITS
grid.418398.f,HKI
grid.418400.9,BTH
grid.418402.b,RDECOM
grid.418403.a,AKTU
grid.418408.1,ZTM
grid.418408.1,BTC
grid.418411.9,HAEMR
grid.418413.b,BITP
grid.418414.c,DCB
grid.418421.a,BIC
grid.418424.f,NPC
grid.418426.d,BPSI
grid.418428.3,CGUST
grid.418436.c,HSPA
grid.418436.c,HARC
grid.418447.a,BRI
grid.418453.f,IJPB
grid.418457.b,HDZ NRW
grid.418459.5,CDRI
grid.418460.f,CBED
grid.418462.d,DHC
grid.418465.a,BIPS
grid.418466.9,UHC
grid.418471.f,CERI
grid.418472.c,BHVI
grid.418474.a,IMAS
grid.418477.9,NYHRF
grid.418478.6,BITS
grid.418480.1,INH
grid.418481.0,HPI
grid.418482.3,BRI
grid.418485.4,INTS
grid.418486.7,BMS
grid.418491.1,NVSS
grid.418494.4,INRS
grid.418495.5,BINP
grid.418496.6,HCIDC
grid.418496.6,HCDCP
grid.418497.7,HPI
grid.418500.8,DKMS
grid.418501.9,INSEP
grid.418502.a,CFRI
grid.418509.1,KFF
grid.418511.8,IMP
grid.418512.b,IPB
grid.418517.e,IPT
grid.418518.1,CISS
grid.418521.b,CUST
grid.418523.9,IPCI
grid.418524.e,MOA
grid.418527.d,CNRRI
grid.418529.3,IFC
grid.418534.f,IPNC
grid.418535.e,CRRC
grid.418537.c,IPC
grid.418538.3,CAGS
grid.418543.f,CABI
grid.418544.8,CAIQ
grid.418546.a,WBUHS
grid.418547.b,HP
grid.418548.4,CLS
grid.418551.c,DRDO
grid.418552.f,IRETM
grid.418556.b,CDFA
grid.418557.a,CIRM
grid.418558.5,IGDB
grid.418560.e,CASS
grid.418562.c,TaARI
grid.418564.a,CHGB
grid.418568.6,CNA
grid.418569.7,CRAES
grid.418572.d,CIST
grid.418573.c,CCH
grid.418573.c,CNCI
grid.418576.9,ILM
grid.418577.8,KCS 
grid.418581.1,COSTECH
grid.418582.2,CPIT
grid.418582.2,Ara
grid.418584.4,IORS
grid.418588.8,CCNM
grid.418589.9,DSRU
grid.418590.1,CFLRI
grid.418591.0,CMCC
grid.418592.3,DPC
grid.418595.4,CRI
grid.418598.9,PRI
grid.418600.b,WIA
grid.418601.a,IASBS
grid.418605.e,ILVO
grid.418609.2,CEI
grid.418610.a,AFA
grid.418612.8,INANTRO
grid.418613.9,DkIT
grid.418617.d,PFD
grid.418618.2,IBD
grid.418619.3,PMG
grid.418620.9,LRI
grid.418623.a,IBI
grid.418624.d,CCC
grid.418626.f,NRC-IBS
grid.418627.e,PCRM
grid.418633.b,CIP
grid.418639.1,ECIT
grid.418641.e,EOSC
grid.418647.8,ICES
grid.418648.7,IEC CRC
grid.418649.6,CRSTI
grid.418654.a,ISRO
grid.418656.8,EAWAG
grid.418659.7,ISIS
grid.418660.d,CCRAS
grid.418666.b,NHG
grid.418668.5,CRF
grid.418669.4,CORR
grid.418671.d,ENSCM
grid.418673.f,IETU
grid.418677.b,ENSCP 
grid.418683.0,PRIC
grid.418686.5,ENVT
grid.418687.4,IFO
grid.418689.a,PAI
grid.418693.1,EPI
grid.418696.4,WIML
grid.418698.a,USEPA
grid.418698.a,EPA
grid.418700.a,IHI
grid.418701.b,ICO
grid.418704.e,CBS 
grid.418705.f,I2R
grid.418708.2,IMB 
grid.418710.b,CEBAS
grid.418711.a,IPO
grid.418715.e,ccc
grid.418716.d,RIE
grid.418716.d,ERI
grid.418717.c,IMM
grid.418719.2,ADRI
grid.418720.8,AHRI
grid.418721.9,IMBCR
grid.418723.b,LIN
grid.418735.c,IRSN
grid.418737.e,VCOM
grid.418741.f,IHEP
grid.418742.c,IHPC
grid.418743.d,IHNA&NPh RAS
grid.418744.a,IPM
grid.418745.b,IRO
grid.418746.8,IHBA&S
grid.418748.6,ISMP
grid.418749.7,NRC-PBI
grid.418750.f,ISI
grid.418752.d,COLPOS
grid.418755.a,NIIH
grid.418756.9,IIE
grid.418759.6,UPMD
grid.418762.e,CAP
grid.418764.8,IFTF
grid.418766.a,CFPC
grid.418768.4,KVAFSU
grid.418769.5,IITD
grid.418771.c,PRIDE
grid.418774.9,IFI
grid.418776.b,PRF
grid.418778.5,PC
grid.418779.4,IZW
grid.418780.2,IKDRC-ITS
grid.418781.3,EPRI
grid.418782.0,ILS
grid.418783.1,SDCL
grid.418784.6,ILBS
grid.418785.7,IMB
grid.418788.a,IMRE
grid.418789.b,TNMGRMU 
grid.418790.3,NAM
grid.418790.3,IOM
grid.418791.2,IAC
grid.418794.7,MSJ
grid.418796.5,PINC
grid.418797.4,CNR
grid.418798.b,MCRF
grid.418800.5,IM 
grid.418805.0,PTS
grid.418807.2,CSS
grid.418808.d,IMMT
grid.418809.c,IAPCM
grid.418811.5,BHP
grid.418812.6,IMCB
grid.418814.0,EEC
grid.418815.1,PIC
grid.418816.2,EBRI
grid.418817.3,PSRI
grid.418818.c,QF
grid.418820.7,IFPB
grid.418821.6,NDVSU
grid.418824.3,IMBG
grid.418825.2,IBB
grid.418825.2,IBB PAS
grid.418826.1,IMG
grid.418827.0,IMG
grid.418827.0,IEBG
grid.418828.f,QSMI
grid.418829.e,IBIB PAN
grid.418830.6,IBN
grid.418831.7,IBAB
grid.418832.4,FMP
grid.418833.5,CCBR
grid.418841.0,CCRM
grid.418845.4,IBIR-BAS
grid.418846.7,IBMC
grid.418847.6,IBMP
grid.418849.8,IONS
grid.418851.1,CNEA
grid.418852.2,CNEN
grid.418853.3,IBCH
grid.418854.4,ENSP
grid.418855.5,IChB PAN
grid.418855.5,IBCH PAS
grid.418856.6,IBP
grid.418857.7,AEC
grid.418858.8,IPL
grid.418859.9,IBP
grid.418863.0,IB SB RAS
grid.418865.6,IUNS
grid.418867.4,INCAP
grid.418868.b,NIOM
grid.418871.3,ZVD
grid.418873.1,BRI
grid.418876.4,IBA
grid.418877.5,EEZ
grid.418881.c,INN
grid.418883.e,CHUO
grid.418884.9,IOB
grid.418886.b,CHOP
grid.418888.5,CHT
grid.418889.4,RERF
grid.418890.c,IBCC
grid.418891.d,IQM
grid.418892.e,IOCB
grid.418895.9,IChO
grid.418897.b,IKZ
grid.418897.b,ECR
grid.418898.4,ICP
grid.418899.5,EIMB
grid.418900.4,ICP
grid.418901.5,IOP
grid.418901.5,IRP
grid.418902.6,CSI RAS
grid.418902.6,ICB
grid.418904.0,ICIS
grid.418905.1,BSC
grid.418907.3,IPHT
grid.418908.c,EURAC
grid.418910.5,ICBFM
grid.418911.4,EBRI
grid.418912.7,ICKC
grid.418914.1,ECDC
grid.418915.0,IOP
grid.418917.2,RGCB
grid.418919.c,ICIQ
grid.418920.6,CIIT
grid.418922.4,RCNJ
grid.418923.5,EMBL
grid.418924.2,EMBL
grid.418925.3,FGÚ
grid.418926.0,OEDT
grid.418926.0,EMCDDA
grid.418928.e,ENI-G
grid.418929.f,ICCAS
grid.418930.7,IKEM
grid.418932.5,IFPS
grid.418934.3,IPK
grid.418936.1,EORTC
grid.418938.f,DFRL
grid.418939.e,DIPAS
grid.418940.0,DRDE
grid.418941.1,CRN
grid.418942.2,DRL
grid.418943.3,INECO
grid.418944.4,ICP
grid.418946.6,ESO
grid.418947.7,INC RAS
grid.418948.8,IPR
grid.418949.9,IPCP
grid.418950.1,KNCV
grid.418951.0,CRC 
grid.418951.0,ICPO
grid.418953.2,ICG
grid.418954.5,FLENI
grid.418955.4,IPiN
grid.418956.7,IWM
grid.418956.7,KMRC
grid.418957.6,KCCT
grid.418962.0,KFSYSCC
grid.418964.6,KAERI
grid.418965.7,RU
grid.418967.5,KCDC
grid.418968.a,KETI
grid.418972.1,IUNG
grid.418974.7,KFRI
grid.418975.6,ИФТТ РАН
grid.418975.6,ISSP RAS
grid.418977.4,KFS
grid.418979.a,KIER
grid.418980.c,KIOM
grid.418982.e,KIT
grid.418983.f,FaAA
grid.418986.a,KDCRC
grid.418987.b,ROIS
grid.418991.c,WIF
grid.418994.9,KLRI
grid.418996.b,ITT
grid.418997.a,KIT
grid.418998.5,ITS
grid.418999.4,ITT
grid.419004.8,INMAS
grid.419005.9,ITEB
grid.419006.a,RPRC
grid.419008.4,UEB
grid.419008.4,IEB
grid.419010.d,KIZ
grid.419012.f,KOKI
grid.419012.f,IEM
grid.419013.e,KULTU
grid.419014.9,FCMSC-SP
grid.419015.8,KCCC
grid.419016.b,IPK
grid.419017.a,IES
grid.419020.e,IFS
grid.419021.f,IGB
grid.419023.d,NIIST
grid.419025.b,KIT
grid.419026.8,KRP
grid.419029.7,FAMERP
grid.419032.d,IHiT
grid.419034.b,FMABC 
grid.419035.a,IHBT
grid.419036.9,L-MARC
grid.419037.8,GTU
grid.419038.7,IOR
grid.419040.8,IACS
grid.419041.9,IB
grid.419044.c,RGI
grid.419045.d,RMANJ
grid.419046.e,ICBA
grid.419048.0,ICMER
grid.419049.1,GMI
grid.419051.8,IATA
grid.419052.b,RCEES
grid.419053.a,LJPC
grid.419055.c,SRTS VD
grid.419058.1,SMS
grid.419061.b,WICCM
grid.419063.9,SERIDA
grid.419065.f,CHLLC
grid.419067.d,SGF
grid.419070.b,RCMDT
grid.419072.9,CEER
grid.419073.8,SAAS
grid.419074.f,SAES
grid.419075.e,ARC
grid.419076.d,FMCNA
grid.419078.3,GISS
grid.419079.2,SBC
grid.419080.4,IIN
grid.419081.5,LGC
grid.419082.6,JST
grid.419083.7,LBE
grid.419085.1,JSC
grid.419086.2,LaRC
grid.419087.3,SCI
grid.419088.c,MEC
