Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
DE5 6DX,No,53.117115,-1.447803,437056,357913,SK370579,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,173,,,"Whatstandwell",5.3,"",""
DE5 6DY,No,53.117867,-1.447106,437102,357997,SK371579,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,168,,,"Whatstandwell",5.4,"",""
DE5 6DZ,No,53.11734,-1.445933,437181,357939,SK371579,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,167,,,"Whatstandwell",5.4,"",""
DE5 6EA,No,53.116529,-1.445569,437206,357849,SK372578,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,168,,,"Alfreton",5.4,"",""
DE5 6EB,No,53.116192,-1.446425,437149,357811,SK371578,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,170,,,"Whatstandwell",5.3,"",""
DE5 6EF,No,53.129476,-1.417769,439055,359304,SK390593,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,164,,,"Alfreton",4.5,"Stonebroom","Stonebroom"
DE5 6EG,No,53.129808,-1.415717,439192,359342,SK391593,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,154,,,"Alfreton",4.5,"Stonebroom","Stonebroom"
DE5 6EH,No,53.126871,-1.418223,439027,359014,SK390590,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,159,,,"Alfreton",4.4,"Stonebroom","Stonebroom"
DE5 6EJ,No,53.125781,-1.415861,439186,358894,SK391588,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,151,,,"Alfreton",4.2,"Stonebroom","Stonebroom"
DE5 6EL,No,53.136313,-1.431967,438099,360057,SK380600,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,119,,,"Alfreton",5.8,"",""
DE5 6EN,No,53.135156,-1.410159,439559,359940,SK395599,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,139,,,"Alfreton",4.7,"",""
DE5 6ER,No,53.143121,-1.4086,439656,360827,SK396608,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,139,,,"Alfreton",5.4,"",""
DE5 6ES,No,53.137874,-1.410884,439508,360242,SK395602,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,140,,,"Alfreton",5.0,"",""
DE5 6ET,No,53.145822,-1.414962,439228,361124,SK392611,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,154,,,"Alfreton",5.9,"Clay Cross/North Wingfield","Clay Cross"
DE5 6EU,No,53.14691,-1.414962,439227,361245,SK392612,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,156,,,"Alfreton",6.0,"Clay Cross/North Wingfield","Clay Cross"
DE5 6EW,No,53.149779,-1.413457,439325,361565,SK393615,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,157,,,"Alfreton",6.2,"Clay Cross/North Wingfield","Clay Cross"
DE5 6EX,No,53.149175,-1.409354,439600,361500,SK395614,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,142,,,"Alfreton",6.0,"",""
DE5 6FB,No,53.152617,-1.412836,439364,361881,SK393618,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,152,,,"Alfreton",6.5,"Clay Cross/North Wingfield","Clay Cross"
DE5 6FD,No,53.150906,-1.417838,439031,361688,SK390616,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,134,,,"Alfreton",6.5,"Clay Cross/North Wingfield","Clay Cross"
DE5 6FE,No,53.148784,-1.42319,438675,361449,SK386614,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,113,,,"Alfreton",6.4,"",""
DE5 6FF,No,53.149626,-1.451035,436812,361528,SK368615,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,158,,,"Matlock",7.3,"",""
DE5 6FG,No,53.148885,-1.452151,436738,361445,SK367614,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,159,,,"Matlock",7.2,"",""
DE5 6FH,No,53.148496,-1.449793,436896,361403,SK368614,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,155,,,"Matlock",7.4,"",""
DE5 6FJ,No,53.146375,-1.445873,437160,361169,SK371611,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,138,,,"Alfreton",7.2,"",""
DE5 6FL,No,53.144915,-1.4451,437213,361007,SK372610,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,128,,,"Alfreton",7.1,"",""
DE5 6FN,No,53.139455,-1.446366,437133,360399,SK371603,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,144,,,"Alfreton",6.7,"",""
DE5 6FP,No,53.142284,-1.434235,437942,360720,SK379607,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,158,,,"Alfreton",6.3,"",""
DE5 6FT,No,53.13719,-1.418083,439027,360162,SK390601,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,161,,,"Alfreton",5.2,"Stonebroom","Stretton"
DE5 6FW,No,53.139019,-1.415203,439218,360367,SK392603,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,149,,,"Alfreton",5.3,"Stonebroom","Stretton"
DE5 6FX,No,53.137316,-1.416198,439153,360177,SK391601,1/1/1980 12:00:00 AM,12/1/1992 12:00:00 AM,154,,,"Alfreton",5.1,"Stonebroom","Stretton"
