Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
NE31 2UF,No,54.970959,-1.515687,431102,564145,NZ311641,1/1/1980 12:00:00 AM,10/1/2004 12:00:00 AM,41,,,"Heworth",3.3,"Tyneside","Hebburn"
NE31 2UG,Yes,54.972059,-1.516721,431035,564267,NZ310642,1/1/1980 12:00:00 AM,,39,67,23,"Heworth",3.4,"Tyneside","Hebburn"
NE31 2UH,Yes,54.972187,-1.514938,431149,564282,NZ311642,1/1/1980 12:00:00 AM,,40,17,6,"Heworth",3.5,"Tyneside","Hebburn"
NE31 2UJ,Yes,54.971757,-1.515162,431135,564234,NZ311642,6/1/2000 12:00:00 AM,,40,4,1,"Heworth",3.4,"Tyneside","Hebburn"
NE31 2UL,Yes,54.972317,-1.515874,431089,564296,NZ310642,1/1/1980 12:00:00 AM,,39,46,18,"Heworth",3.4,"Tyneside","Hebburn"
NE31 2UN,Yes,54.972644,-1.514605,431170,564333,NZ311643,1/1/1980 12:00:00 AM,,40,43,26,"Heworth",3.5,"Tyneside","Hebburn"
NE31 2UP,Yes,54.971138,-1.515482,431115,564165,NZ311641,12/1/1997 12:00:00 AM,,41,3,2,"Heworth",3.4,"Tyneside","Hebburn"
NE31 2UQ,Yes,54.971893,-1.517925,430958,564248,NZ309642,1/1/1980 12:00:00 AM,,39,93,57,"Heworth",3.3,"Tyneside","Hebburn"
NE31 2UR,Yes,54.971714,-1.515741,431098,564229,NZ310642,1/1/1980 12:00:00 AM,,40,9,4,"Heworth",3.4,"Tyneside","Hebburn"
NE31 2UW,Yes,54.971865,-1.51313,431265,564247,NZ312642,1/1/1980 12:00:00 AM,,40,30,19,"Heworth",3.5,"Tyneside","Hebburn"
NE31 2UZ,Yes,54.975315,-1.504243,431831,564635,NZ318646,1/1/1980 12:00:00 AM,,31,10,6,"Heworth",4.2,"Tyneside","Hebburn"
NE31 2WQ,No,54.981184,-1.486939,432934,565296,NZ329652,3/1/2007 12:00:00 AM,5/1/2008 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2WR,No,54.981184,-1.486939,432934,565296,NZ329652,1/1/2007 12:00:00 AM,6/1/2008 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
NE31 2WS,No,54.981184,-1.486939,432934,565296,NZ329652,4/1/2012 12:00:00 AM,3/1/2013 12:00:00 AM,18,,,"Heworth",5.5,"Tyneside","Jarrow"
