Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
B13 9HS,Yes,52.444247,-1.879552,408284,282927,SP082829,1/1/1980 12:00:00 AM,,157,37,23,"Hall Green",2.4,"West Midlands","Birmingham"
B13 9HT,Yes,52.445045,-1.877475,408425,283016,SP084830,1/1/1980 12:00:00 AM,,153,84,40,"Hall Green",2.3,"West Midlands","Birmingham"
B13 9HU,Yes,52.444039,-1.878346,408366,282904,SP083829,1/1/1980 12:00:00 AM,,157,17,13,"Hall Green",2.4,"West Midlands","Birmingham"
B13 9HW,Yes,52.443822,-1.876787,408472,282880,SP084828,11/1/2004 12:00:00 AM,,154,135,80,"Hall Green",2.2,"West Midlands","Birmingham"
B13 9HX,No,52.44248,-1.874746,408611,282731,SP086827,6/1/1997 12:00:00 AM,9/1/2000 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9HY,No,52.44248,-1.874746,408611,282731,SP086827,6/1/1997 12:00:00 AM,6/1/1999 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9HZ,No,52.44248,-1.874746,408611,282731,SP086827,8/1/1993 12:00:00 AM,12/1/1999 12:00:00 AM,155,,,"Hall Green",2.1,"West Midlands","Birmingham"
B13 9JA,Yes,52.449568,-1.873146,408718,283519,SP087835,1/1/1980 12:00:00 AM,,135,91,30,"Small Heath",1.8,"West Midlands","Birmingham"
B13 9JB,Yes,52.448653,-1.872153,408786,283418,SP087834,1/1/1980 12:00:00 AM,,135,52,20,"Small Heath",1.9,"West Midlands","Birmingham"
B13 9JD,Yes,52.447358,-1.871083,408859,283274,SP088832,1/1/1980 12:00:00 AM,,137,117,49,"Small Heath",2.0,"West Midlands","Birmingham"
B13 9JE,Yes,52.445313,-1.870848,408875,283046,SP088830,1/1/1980 12:00:00 AM,,140,167,32,"Hall Green",1.9,"West Midlands","Birmingham"
B13 9JF,Yes,52.447269,-1.872452,408766,283264,SP087832,1/1/1980 12:00:00 AM,,137,38,9,"Small Heath",2.0,"West Midlands","Birmingham"
B13 9JG,Yes,52.444553,-1.8714,408838,282962,SP088829,1/1/1980 12:00:00 AM,,145,22,7,"Hall Green",1.9,"West Midlands","Birmingham"
B13 9JH,Yes,52.442338,-1.871989,408798,282715,SP087827,1/1/1980 12:00:00 AM,,151,16,11,"Hall Green",1.9,"West Midlands","Birmingham"
B13 9JJ,Yes,52.441668,-1.872159,408787,282641,SP087826,1/1/1980 12:00:00 AM,,152,14,4,"Hall Green",1.9,"West Midlands","Birmingham"
